# mydata.dat
# gnuplot ignores lines that start with #
#
# t^2          s uncertainty in y
# ————————————————————————————————————————————————-
     5.69          8          0.1
      4.93         7          0.1
      4.21         6          0.1
     3.493         5          0.1
      2.8          4          0.1
