#Creator: wheelEventBuffer
#Creation time: Wed Apr  6 16:03:33 2016
#Time	Angular velocity
#[s]	[rad/s]
41.033080	2.659347
41.150206	2.707476
41.265400	2.749175
41.378942	2.785940
41.491100	2.818077
41.602002	2.847606
41.711876	2.872760
41.820776	2.897186
41.928782	2.920456
42.035914	2.944102
42.142116	2.971110
42.247280	3.003205
42.351242	3.039408
42.453884	3.081503
42.555066	3.127830
42.654700	3.178270
42.752768	3.229964
42.849324	3.278982
42.944466	3.325704
43.038304	3.371386
43.130934	3.413291
43.222480	3.451389
43.313076	3.485469
43.402824	3.516210
43.491856	3.542857
43.580230	3.566749
43.668080	3.586948
43.755426	3.606797
43.842276	3.627035
43.928624	3.649111
44.014420	3.673690
44.099596	3.702438
44.184068	3.734922
44.267768	3.771420
44.350632	3.810763
44.432616	3.852824
44.513706	3.896404
44.593926	3.937425
44.673322	3.976599
44.751946	4.015533
44.829850	4.051159
44.907102	4.082960
44.983794	4.111494
45.059966	4.137267
45.135720	4.158957
45.211080	4.178205
45.286144	4.193599
45.360922	4.209106
45.435422	4.224274
45.509646	4.240582
45.583568	4.258516
45.657156	4.279633
45.730354	4.303316
45.803122	4.330722
45.875416	4.360174
45.947176	4.394082
46.018384	4.430269
46.089024	4.465407
46.159104	4.500075
46.228656	4.534239
46.297710	4.566136
46.366306	4.594315
46.434506	4.619582
46.502348	4.642107
46.569902	4.661117
46.637170	4.678191
46.704240	4.691745
46.771100	4.705801
46.837754	4.720083
46.904202	4.735451
46.970414	4.753219
47.036356	4.774602
47.101978	4.799256
47.167236	4.828465
47.232090	4.859385
47.296504	4.893904
47.360472	4.929535
47.423996	4.962551
47.487100	4.994265
47.549806	5.026227
47.612142	5.054530
47.674144	5.079867
47.735858	5.102473
47.797308	5.122607
47.858546	5.139536
47.919576	5.154546
47.980468	5.165904
48.041208	5.178506
48.101798	5.190485
48.162242	5.204587
48.222502	5.221021
48.282558	5.240879
48.342362	5.264592
48.401878	5.291727
48.461084	5.320765
48.519942	5.352858
48.578456	5.386265
48.636622	5.417099
48.694460	5.446023
48.751992	5.475447
48.809236	5.502106
48.866216	5.525331
48.922974	5.545814
48.979528	5.564477
49.035918	5.579499
49.092154	5.592411
49.148294	5.601585
49.204334	5.610788
49.260270	5.620827
49.316104	5.632315
49.371808	5.645879
49.427362	5.663997
49.482720	5.685317
49.537858	5.709495
49.592756	5.735345
49.647380	5.765871
49.701722	5.796938
49.755784	5.827044
49.809574	5.853536
49.863120	5.880930
49.916434	5.905249
49.969540	5.926639
50.022470	5.945482
50.075238	5.961729
50.127884	5.974881
50.180408	5.986266
50.232866	5.993347
50.285248	6.001820
50.337546	6.011007
50.389768	6.020684
50.441892	6.032707
50.493896	6.048969
50.545750	6.067428
50.597432	6.089302
50.648922	6.112999
50.700190	6.141201
50.751226	6.170633
50.802034	6.197658
50.852630	6.220729
50.903066	6.239261
50.953390	6.248693
51.003678	6.247947
51.054014	6.237279
51.104472	6.217036
51.155132	6.188379
51.206032	6.155158
51.257242	6.116808
51.308756	6.080110
51.360576	6.044081
51.412708	6.008708
51.465134	5.975109
51.517850	5.944132
51.570824	5.915925
51.624030	5.892401
51.677442	5.870600
51.731030	5.853100
51.784778	5.837222
51.838688	5.819273
51.892766	5.799292
51.947026	5.780087
52.001490	5.757629
52.056176	5.732624
52.111120	5.704312
52.166340	5.674227
52.221886	5.639595
52.277762	5.604183
52.334032	5.564477
52.390692	5.524942
52.447750	5.486156
52.505216	5.447912
52.563082	5.410382
52.621338	5.375022
52.679960	5.342300
52.738926	5.312847
52.798202	5.286207
52.857750	5.263886
52.917546	5.244204
52.977576	5.223278
53.037852	5.200796
53.098386	5.178506
53.159210	5.153531
53.220340	5.125114
53.281832	5.093869
53.343716	5.060066
53.406044	5.022691
53.468836	4.983017
53.532174	4.939456
53.596056	4.896345
53.660500	4.853380
53.725510	4.811310
53.791074	4.771556
53.857166	4.735165
53.923740	4.701857
53.990758	4.672764
54.058190	4.644990
54.125988	4.621212
54.194136	4.599158
54.262636	4.574646
54.331504	4.548682
54.400776	4.522229
54.470482	4.492739
54.540670	4.459955
54.611410	4.423657
54.682748	4.384515
54.754772	4.341495
54.827520	4.295431
54.901106	4.245510
54.975550	4.195279
55.050910	4.143160
55.127224	4.090509
55.204502	4.039698
55.282720	3.993279
55.361802	3.950894
55.441708	3.912320
55.522378	3.875830
55.603754	3.844338
55.685790	3.815113
55.768478	3.784322
55.851858	3.751783
55.935978	3.718213
56.020908	3.681439
56.106736	3.640400
56.193586	3.595816
56.281558	3.547577
56.370818	3.494464
56.461460	3.438019
56.553696	3.377040
56.647606	3.314825
56.743300	3.252032
56.840854	3.189628
56.940290	3.129450
57.041620	3.071982
57.144818	3.016817
57.249840	2.965669
57.356628	2.918123
57.465092	2.874232
57.575214	2.832254
57.687016	2.789056
57.800600	2.743653
57.916132	2.696322
58.033830	2.644572
58.153976	2.587462
58.276954	2.524868
58.403196	2.455674
58.533284	2.379057
58.667822	2.295278
58.807660	2.203822
58.953600	2.107037
59.106536	2.006664
59.267466	1.903719
59.437392	1.799515
59.617432	1.696434
59.808840	1.592906
60.013202	1.488695
60.232438	1.384742
60.468992	1.280026
60.726616	1.170585
61.011768	1.049745
61.336782	0.909362
61.729864	0.735819
62.329730	0.464861
63.298118	0.234115
64.271940	0.393946
64.978876	0.625292
65.441200	0.774268
65.822838	0.894337
66.157350	0.998396
66.459350	1.092591
66.736740	1.180446
66.994346	1.265006
67.235444	1.346889
67.462664	1.424281
67.677958	1.497865
67.882750	1.573408
68.077830	1.650707
68.264098	1.726605
68.442442	1.800071
68.613784	1.871020
68.778828	1.938393
68.938404	2.002724
69.093096	2.061764
69.243602	2.115722
69.390468	2.164675
69.534176	2.209340
69.675042	2.252070
69.813260	2.294507
69.949010	2.335340
70.082450	2.374382
70.213672	2.413825
70.342716	2.455559
70.469554	2.498483
70.594168	2.543635
70.716546	2.591218
70.836620	2.641681
70.954394	2.694056
71.069884	2.747156
71.183168	2.800093
71.294376	2.852518
71.403598	2.900664
71.511090	2.946643
71.616968	2.988919
71.721418	3.028099
71.824568	3.064072
71.926570	3.097240
72.027520	3.127457
72.127504	3.156935
72.226604	3.184326
72.324872	3.210227
72.422310	3.237354
72.518920	3.266368
72.614640	3.297498
72.709432	3.330569
72.803256	3.366184
72.896052	3.404487
72.987786	3.444955
73.078434	3.486475
73.168012	3.528214
73.256554	3.569829
73.344082	3.608537
73.430718	3.645639
73.516500	3.679542
73.601530	3.711098
73.685862	3.739902
73.769586	3.765995
73.852754	3.789160
73.935414	3.812150
74.017608	3.833174
74.099362	3.852729
74.180672	3.873632
74.261530	3.897081
74.341886	3.921599
74.421714	3.948808
74.500976	3.978210
74.579620	4.010817
74.657612	4.045108
74.734936	4.080520
74.811590	4.116343
74.887598	4.152470
74.962962	4.184104
75.037800	4.213509
75.112132	4.239552
75.186022	4.264760
75.259492	4.287693
75.332590	4.308627
75.405342	4.327859
75.477770	4.347262
75.549888	4.365749
75.621716	4.382191
75.693258	4.399620
75.764494	4.420171
75.835396	4.441544
75.905928	4.465661
75.976074	4.491968
76.045780	4.521188
76.115028	4.552109
76.183794	4.584393
76.252078	4.617137
76.319892	4.650353
76.387218	4.681119
76.454132	4.710458
76.520640	4.737021
76.586796	4.761576
76.652622	4.783763
76.718166	4.803805
76.783444	4.821352
76.848488	4.838430
76.913318	4.854430
76.977950	4.867668
77.042386	4.882192
77.106612	4.900469
77.170596	4.919038
77.234320	4.940388
77.297756	4.964119
77.360868	4.990933
77.423634	5.019320
77.486034	5.049331
77.548072	5.078881
77.609748	5.110275
77.671072	5.135671
77.732140	5.156069
77.793014	5.167263
77.853822	5.168623
77.914678	5.158778
77.975718	5.137687
78.037060	5.106952
78.098796	5.071502
78.160994	5.032184
78.223690	4.989982
78.286896	4.950040
78.350606	4.912116
78.414802	4.875373
78.479474	4.839921
78.544606	4.806745
78.610162	4.776925
78.676118	4.749339
78.742454	4.722069
78.809176	4.694971
78.876300	4.667765
78.943834	4.635532
79.011862	4.602527
79.080394	4.565605
79.149498	4.528095
79.219184	4.488631
79.289512	4.446951
79.360518	4.402579
79.432246	4.357755
79.504760	4.308864
79.578108	4.258055
79.652290	4.210686
79.727286	4.167453
79.803052	4.125315
79.879572	4.085721
79.956820	4.048027
80.034762	4.013071
80.113376	3.979520
80.192644	3.946526
80.272586	3.913587
80.353220	3.880522
80.434548	3.844620
80.516684	3.807160
80.599656	3.765995
80.683576	3.722707
80.768504	3.676441
80.854548	3.627621
80.941782	3.575924
81.030298	3.523545
81.120198	3.467618
81.211582	3.408994
81.304506	3.352677
81.398970	3.299161
81.494966	3.246654
81.592492	3.196053
81.691562	3.147006
81.792194	3.097729
81.894428	3.048433
81.998294	3.001025
82.103830	2.953568
82.211122	2.904955
82.320266	2.852518
82.431532	2.797151
82.545094	2.737628
82.661278	2.673377
82.780388	2.604494
82.902814	2.530971
83.028942	2.453679
83.159154	2.374669
83.293912	2.292029
83.433704	2.206206
83.579000	2.121121
83.730270	2.036293
83.888018	1.950452
84.052872	1.864668
84.225530	1.778730
84.406746	1.692760
84.597514	1.605819
84.799124	1.516549
85.013430	1.422565
85.243112	1.322720
85.492322	1.211258
85.768344	1.084093
86.085452	0.929636
86.482046	0.722514
