#Creator: wheelEventBuffer
#Creation time: Wed Apr  6 16:03:33 2016
#Time	Angular velocity
#[s]	[rad/s]
12.529012	12.116602
12.554970	12.087698
12.580988	12.060783
12.607064	12.035831
12.633180	12.020174
12.659338	12.001806
12.685542	11.976184
12.711800	11.952491
12.738114	11.927079
12.764490	11.895466
12.790938	11.862229
12.817458	11.829176
12.844058	11.793651
12.870746	11.751300
12.897528	11.710126
12.924408	11.663174
12.951396	11.618316
12.978488	11.574654
13.005676	11.534706
13.032954	11.498399
13.060316	11.463156
13.087756	11.433952
13.115266	11.405724
13.142842	11.379284
13.170470	11.360355
13.198152	11.339034
13.225894	11.311272
13.253700	11.284456
13.281576	11.256961
13.309526	11.223180
13.337560	11.190399
13.365682	11.153055
13.393900	11.115174
13.422222	11.068962
13.450664	11.026227
13.479214	10.977681
13.507896	10.931081
13.536694	10.885629
13.565614	10.842051
13.594640	10.801790
13.623774	10.764777
13.653002	10.731682
13.682318	10.700247
13.711718	10.670446
13.741190	10.648023
13.770732	10.622101
13.800350	10.592018
13.830052	10.562105
13.859840	10.532361
13.889718	10.497870
13.919698	10.460121
13.949792	10.419876
13.980002	10.379940
14.010338	10.331468
14.040820	10.285466
14.071434	10.234534
14.102208	10.184105
14.133130	10.136786
14.164192	10.089256
14.195396	10.046667
14.226726	10.006347
14.258180	9.969512
14.289746	9.935461
14.321414	9.902889
14.353180	9.877359
14.385036	9.847635
14.416992	9.815023
14.449054	9.781408
14.481228	9.748627
14.513520	9.709459
14.545946	9.668819
14.578512	9.625567
14.611226	9.581532
14.644102	9.530953
14.677152	9.482622
14.710378	9.426852
14.743798	9.373971
14.777406	9.322233
14.811196	9.272158
14.845162	9.224785
14.879300	9.180575
14.913592	9.140508
14.948038	9.101317
14.982620	9.066122
15.017330	9.035354
15.052168	9.001182
15.087144	8.963686
15.122264	8.927008
15.157534	8.888617
15.192964	8.846566
15.228566	8.802938
15.264352	8.754856
15.300340	8.705849
15.336542	8.651189
15.372972	8.597681
15.409638	8.537865
15.446560	8.480248
15.483728	8.424307
15.521146	8.368654
15.558802	8.316372
15.596690	8.266044
15.634802	8.219761
15.673126	8.174844
15.711656	8.132520
15.750372	8.095219
15.789278	8.055366
15.828386	8.012223
15.867700	7.969540
15.907232	7.925709
15.946992	7.878010
15.987002	7.827369
16.027280	7.773141
16.067842	7.718142
16.108710	7.657192
16.149908	7.596829
16.191440	7.530545
16.233342	7.465407
16.275604	7.402084
16.318232	7.338798
16.361210	7.278945
16.404540	7.222052
16.448198	7.168658
16.492186	7.116370
16.536484	7.066428
16.581086	7.021260
16.625984	6.973569
16.671204	6.921942
16.716762	6.870473
16.762666	6.818580
16.808940	6.761057
16.855612	6.702207
16.902714	6.638757
16.950274	6.574020
16.998326	6.502986
17.046912	6.431891
17.096048	6.355382
17.145782	6.279418
17.196118	6.204022
17.247068	6.128980
17.298626	6.057133
17.350794	5.987407
17.403558	5.920607
17.456918	5.855063
17.510866	5.791595
17.565394	5.731787
17.620500	5.670950
17.676224	5.606183
17.732596	5.540728
17.789652	5.473539
17.847436	5.401638
17.906014	5.327081
17.965444	5.247182
18.025804	5.164545
18.087180	5.075599
18.149656	4.984598
18.213292	4.889486
18.278086	4.808217
18.344230	4.696515
18.411744	4.611986
18.480552	4.515340
18.550876	4.426774
18.622526	4.340535
18.695656	4.252061
18.770322	4.166458
18.846492	4.083703
18.924248	3.998260
19.003738	3.909107
19.085084	3.818266
19.168448	3.722972
19.254068	3.620014
19.342240	3.510865
19.433302	3.394555
19.527638	3.272424
19.625732	3.140211
19.728186	3.001369
19.835708	2.851845
19.949268	2.692809
20.070078	2.522517
20.199738	2.339932
20.340380	2.146688
20.494934	1.942132
20.667810	1.722912
20.866610	1.480863
21.107614	1.198514
21.451794	0.810441
22.152482	0.295249
22.854796	0.778910
23.213074	1.150413
23.464466	1.417507
23.672494	1.643110
23.854144	1.844004
24.017296	2.028012
24.166504	2.199502
24.304664	2.361887
24.433800	2.515689
24.555410	2.661239
24.670644	2.799644
24.780482	2.928951
24.885648	3.052401
24.986758	3.167694
25.084314	3.278024
25.178716	3.382421
25.270314	3.481452
25.359416	3.574134
25.446268	3.662981
25.531068	3.749365
25.613972	3.832145
25.695124	3.912125
25.774616	3.993279
25.852510	4.074910
25.928854	4.156535
26.003698	4.239895
26.077088	4.322856
26.149074	4.406902
26.219710	4.490427
26.289048	4.573181
26.357136	4.655867
26.424086	4.732169
26.489964	4.807187
26.554838	4.879310
26.618766	4.950820
26.681798	5.018839
26.743998	5.084800
26.805424	5.145765
26.866130	5.204932
26.926156	5.264239
26.985528	5.319144
27.044296	5.373367
27.102458	5.429082
27.160018	5.487498
27.216970	5.545227
27.273310	5.606783
27.329030	5.669721
27.384122	5.735136
27.438590	5.801648
27.492442	5.867310
27.545678	5.934476
27.598358	5.995635
27.650494	6.056666
27.702128	6.112999
27.753292	6.168694
27.804006	6.221715
27.854296	6.273148
27.904190	6.321112
27.953708	6.367749
28.002860	6.416390
28.051660	6.459929
28.100136	6.501371
28.148282	6.548259
28.196088	6.595551
28.243544	6.644092
28.290646	6.695351
28.337380	6.748277
28.383736	6.805877
28.429706	6.863269
28.475292	6.920417
28.520488	6.980697
28.565328	7.034466
28.609818	7.088431
28.653980	7.140308
28.697832	7.189328
28.741392	7.234692
28.784684	7.280294
28.827716	7.322036
28.870508	7.361152
28.913074	7.400689
28.955414	7.439596
28.997548	7.473577
29.039472	7.512178
29.081182	7.551905
29.122664	7.594625
29.163910	7.638574
29.204910	7.684914
29.245660	7.734484
29.286148	7.784698
29.326372	7.835959
29.366322	7.890277
29.406026	7.937725
29.445484	7.986152
29.484716	8.030246
29.523734	8.073998
29.562550	8.114037
29.601174	8.153627
29.639624	8.188908
29.677908	8.222773
29.716028	8.260393
29.753992	8.291788
29.791814	8.319896
29.829496	8.353967
29.867020	8.390110
29.904384	8.426115
29.941580	8.465167
29.978598	8.506885
30.015430	8.552275
30.052068	8.597681
30.088514	8.643572
30.124758	8.689955
30.160832	8.730041
30.196732	8.772458
30.232474	8.807874
30.268070	8.843578
30.303528	8.877063
30.338852	8.911308
30.374048	8.940727
30.409130	8.969316
30.444098	9.000151
30.478952	9.027565
30.513704	9.052016
30.548354	9.080797
30.582890	9.111876
30.617306	9.144233
30.651594	9.180575
30.685738	9.219370
30.719738	9.260679
30.753584	9.303461
30.787274	9.347752
30.820792	9.395277
30.854164	9.435346
30.887384	9.479189
30.920464	9.515364
30.953414	9.553560
30.986242	9.587380
31.018954	9.620262
31.051566	9.648033
31.084080	9.675966
31.116502	9.704660
31.148836	9.728100
31.181094	9.749232
31.213272	9.775929
31.245364	9.803997
31.277358	9.832841
31.309252	9.866811
31.341034	9.901641
31.372698	9.941749
31.404236	9.980915
31.435652	10.021029
31.466928	10.065336
31.498088	10.100935
31.529132	10.139403
31.560070	10.170916
31.590906	10.205278
31.621646	10.234534
31.652298	10.265301
31.682868	10.289508
31.713362	10.313830
31.743784	10.340309
31.774136	10.362137
31.804428	10.379940
31.834658	10.403314
31.864818	10.429562
31.894900	10.456639
31.924900	10.486657
31.954806	10.521074
31.984614	10.557846
32.014318	10.595591
32.043914	10.635046
32.073390	10.678425
32.102766	10.712653
32.132040	10.752251
32.161214	10.784733
32.190300	10.817412
32.219302	10.847292
32.248230	10.875078
32.277088	10.898469
32.305882	10.921201
32.334618	10.946316
32.363294	10.965419
32.391924	10.979983
32.420506	11.001515
32.449030	11.026227
32.477490	11.051051
32.505880	11.079892
32.534190	11.112028
32.562416	11.148306
32.590550	11.185618
32.618588	11.223180
32.646526	11.265034
32.674374	11.299880
32.702130	11.338215
32.729804	11.366932
32.757402	11.399930
32.784930	11.424804
32.812398	11.452292
32.839806	11.472366
32.867162	11.495033
32.894468	11.516102
32.921730	11.533860
32.948950	11.546577
32.976134	11.566983
33.003270	11.587462
33.030352	11.612304
33.057374	11.638977
33.084328	11.670106
33.111206	11.705763
33.138006	11.739883
33.164722	11.778617
33.191346	11.819385
33.217894	11.850595
33.244368	11.883767
33.270786	11.903579
33.297166	11.916222
33.323538	11.912607
33.349934	11.896367
33.376380	11.864021
33.402904	11.825614
33.429510	11.790110
33.456204	11.748664
33.482998	11.702275
33.509892	11.660577
33.536880	11.619175
33.563962	11.581481
33.591128	11.546577
33.618366	11.517791
33.645674	11.492510
33.673040	11.467341
33.700464	11.443948
33.727940	11.421481
33.755484	11.393315
33.783086	11.368577
33.810762	11.337397
33.838506	11.308015
33.866332	11.273118
33.894246	11.237633
33.922258	11.195184
33.950370	11.153055
33.978592	11.112814
34.006924	11.065063
34.035378	11.015402
34.063952	10.973846
34.092634	10.932602
34.121420	10.893178
34.150308	10.857038
34.179286	10.824120
34.208348	10.795109
34.237486	10.768467
34.266696	10.742691
34.295968	10.719232
34.325322	10.689325
34.354750	10.661031
34.384266	10.627851
34.413870	10.596305
34.443572	10.558556
34.473378	10.522483
34.503300	10.477564
34.533344	10.435105
34.563514	10.392301
34.593818	10.343032
34.624266	10.292205
34.654856	10.246551
34.685578	10.205278
34.716424	10.164335
34.747392	10.124372
34.778474	10.088608
34.809662	10.056958
34.840950	10.026146
34.872330	9.996795
34.903794	9.970145
34.935360	9.937346
34.967026	9.905387
34.998800	9.869291
35.030692	9.832841
35.062708	9.793605
35.094856	9.751653
35.127152	9.704660
35.159602	9.658118
35.192208	9.612608
35.224976	9.562284
35.257924	9.509028
35.291046	9.459779
35.324336	9.414422
35.357784	9.369498
35.391388	9.327769
35.425138	9.288607
35.459024	9.253042
35.493042	9.217206
35.527186	9.184869
35.561446	9.153825
35.595840	9.116107
35.630370	9.080797
35.665042	9.041595
35.699868	9.001182
35.734856	8.957041
35.770020	8.912320
35.805374	8.862039
35.840924	8.811333
35.876680	8.762182
35.912650	8.706814
35.948852	8.649283
35.985280	8.598152
36.021926	8.547621
36.058786	8.498600
36.095854	8.451503
36.133120	8.407174
36.170578	8.366871
36.208218	8.326070
36.246038	8.288288
36.284024	8.250847
36.322202	8.209022
36.360568	8.168043
36.399142	8.122008
36.437934	8.075243
36.476960	8.025732
36.516232	7.975205
36.555764	7.919316
36.595578	7.862631
36.635678	7.807139
36.676080	7.745926
36.716804	7.683034
36.757848	7.624855
36.799204	7.568279
36.840866	7.512537
36.882832	7.460089
36.925082	7.409766
36.967620	7.361497
37.010436	7.313854
37.053524	7.268840
37.096874	7.223713
37.140526	7.173569
37.184470	7.124116
37.228750	7.068018
37.273374	7.012171
37.318366	6.953503
37.363750	6.893388
37.409540	6.828955
37.455764	6.764551
37.502436	6.699920
37.549580	6.629231
37.597224	6.557827
37.645378	6.490894
37.694034	6.423999
37.743186	6.358470
37.792840	6.296029
37.842984	6.233566
37.893618	6.175728
37.944736	6.116808
37.996344	6.058769
38.048430	6.003426
38.101044	5.941434
38.154192	5.880930
38.207922	5.815395
38.262264	5.747727
38.317266	5.677509
38.372968	5.604382
38.429426	5.526692
38.486688	5.447345
38.544802	5.366574
38.603832	5.280165
38.663828	5.193058
38.724824	5.108945
38.786832	5.025423
38.849880	4.941631
38.913990	4.859836
38.979190	4.777942
39.045504	4.698060
39.112966	4.617409
39.181614	4.537251
39.251476	4.457045
39.322684	4.370607
39.395320	4.282199
39.469546	4.186446
39.545520	4.087103
39.623420	3.982547
39.703444	3.873536
39.785828	3.758066
39.870818	3.639135
39.958696	3.516761
40.049800	3.386286
40.144530	3.252301
40.243270	3.117340
40.346474	2.978265
40.454710	2.835014
40.568660	2.687741
40.689186	2.535505
40.817400	2.377185
40.954866	2.208905
41.103862	2.027514
41.267902	1.828293
41.453250	1.600420
41.672540	1.328717
41.965732	0.961632
42.708436	0.264067
43.454088	0.909557
43.764580	1.250206
43.998036	1.499281
44.196196	1.706423
44.372186	1.886457
44.532482	2.050246
44.680684	2.202833
44.819086	2.347661
44.949230	2.488903
45.072224	2.627585
45.188904	2.764708
45.299962	2.900021
45.405972	3.033245
45.507416	3.166417
45.604758	3.295285
45.698470	3.415591
45.788984	3.531070
45.876646	3.641497
45.961766	3.744627
46.044630	3.841893
46.125486	3.932496
46.204542	4.018615
46.281982	4.097551
46.357968	4.174430
46.432596	4.245740
46.505990	4.316679
46.578184	4.387944
46.649208	4.459449
46.719082	4.533192
46.787814	4.609009
46.855402	4.687825
46.921860	4.767791
46.987194	4.849933
47.051410	4.935576
47.114538	5.019641
47.176650	5.098664
47.237810	5.176117
47.298074	5.251919
47.357508	5.322208
47.416174	5.389406
47.474142	5.451693
47.531466	5.510793
47.588206	5.563689
47.644414	5.617008
47.700096	5.666245
47.755302	5.715936
47.810024	5.766506
47.864268	5.817549
47.918018	5.871038
47.971274	5.926639
48.024016	5.986495
48.076226	6.048270
48.127892	6.112286
48.179000	6.181804
48.229550	6.249687
48.279572	6.312475
48.329096	6.375244
48.378146	6.436371
48.426748	6.492772
48.474938	6.546621
48.522746	6.596936
48.570202	6.644936
48.617330	6.687655
48.664162	6.730927
48.710698	6.769215
48.756980	6.807646
48.802988	6.849203
48.848716	6.890969
48.894158	6.935389
48.939300	6.982558
48.984126	7.033836
49.028624	7.086512
49.072784	7.140957
49.116594	7.201193
49.160044	7.260441
49.203160	7.313854
49.245956	7.367713
49.288450	7.420267
49.330654	7.468247
49.372596	7.513615
49.414292	7.555901
49.455762	7.596829
49.497020	7.632264
49.538092	7.668032
49.578976	7.698850
49.619698	7.731058
49.660246	7.765072
49.700612	7.799386
49.740790	7.838696
49.780766	7.878010
49.820532	7.922112
49.860074	7.967519
49.899382	8.015903
49.938444	8.069436
49.977250	8.122428
50.015818	8.169742
50.054160	8.218471
50.092280	8.264739
50.130196	8.308015
50.167920	8.348195
50.205470	8.385183
50.242858	8.422049
50.280094	8.451503
50.317200	8.483912
50.354168	8.510572
50.391024	8.537865
50.427754	8.568603
50.464354	8.598622
50.500814	8.633121
50.537124	8.670289
50.573274	8.710194
50.609252	8.753881
50.645048	8.798008
50.680650	8.849557
50.716058	8.897175
50.751282	8.941236
50.786332	8.985221
50.821214	9.029122
50.855934	9.068216
50.890510	9.104482
50.924952	9.138913
50.959270	9.170927
50.993476	9.198315
51.027580	9.227494
51.061582	9.249772
51.095502	9.273800
51.129330	9.300156
51.163060	9.327769
51.196680	9.358891
51.230186	9.393591
51.263562	9.430814
51.296804	9.471187
51.329898	9.513059
51.362836	9.562284
51.395616	9.607317
51.428248	9.647441
51.460742	9.689694
51.493096	9.731113
51.525322	9.766812
51.557434	9.800938
51.589438	9.832225
51.621344	9.861236
51.653162	9.886062
51.684904	9.911638
51.716564	9.931691
51.748164	9.952457
51.779694	9.975210
51.811152	9.998704
51.842528	10.024866
51.873820	10.053096
51.905016	10.087313
51.936106	10.122415
51.967082	10.160390
51.997934	10.205278
52.028652	10.249226
52.059252	10.285466
52.089734	10.326713
52.120102	10.364872
52.150362	10.399870
52.180526	10.430947
52.210604	10.459424
52.240602	10.487357
52.270528	10.507702
52.300396	10.531655
52.330198	10.549337
52.359952	10.567790
52.389652	10.589162
52.419288	10.610621
52.448856	10.637927
52.478348	10.666099
52.507752	10.700976
52.537062	10.736817
52.566270	10.773637
52.595368	10.819647
52.624350	10.860792
52.653236	10.892423
52.682040	10.922720
52.710778	10.944028
52.739488	10.946316
52.768204	10.937931
52.796966	10.909823
52.825810	10.876584
52.854758	10.829344
52.883830	10.785473
52.913024	10.734616
52.942362	10.684236
52.971834	10.634326
53.001444	10.585594
53.031180	10.542965
53.061028	10.504891
53.090984	10.470579
53.121032	10.439266
53.151170	10.408139
53.181386	10.385430
53.211678	10.357354
53.242052	10.328750
53.272512	10.299628
53.303058	10.270670
53.333702	10.234534
53.364456	10.197327
53.395324	10.156449
53.426322	10.115896
53.457448	10.069207
53.488724	10.024227
53.520142	9.972044
53.551726	9.922908
53.583462	9.874875
53.615350	9.829149
53.647380	9.786283
53.679546	9.746208
53.711842	9.708859
53.744256	9.674774
53.776780	9.642703
53.809402	9.617906
53.842116	9.589136
53.874936	9.555885
53.907870	9.522286
53.940920	9.489496
53.974094	9.451810
54.007404	9.412166
54.040860	9.368380
54.074476	9.324447
54.108258	9.274896
54.142224	9.225868
54.176372	9.172533
54.210722	9.119811
54.245266	9.069263
54.280004	9.019272
54.314920	8.973415
54.350014	8.930053
54.385272	8.889623
54.420690	8.851551
54.456252	8.815289
54.491952	8.784232
54.527784	8.751442
54.563762	8.713576
54.599894	8.676515
54.636180	8.639293
54.672636	8.597210
54.709276	8.552741
54.746112	8.504582
54.783160	8.456053
54.820432	8.402676
54.857946	8.348638
54.895706	8.289600
54.933732	8.233980
54.972020	8.177823
55.010566	8.122428
55.049368	8.069850
55.088418	8.019586
55.127704	7.973181
55.167216	7.928910
55.206942	7.886711
55.246868	7.850057
55.286992	7.810633
55.327324	7.768144
55.367878	7.725354
55.408664	7.681907
55.449688	7.634119
55.490978	7.584724
55.532550	7.530184
55.574424	7.476066
55.616620	7.415013
55.659170	7.354604
55.702070	7.290093
55.745358	7.225706
55.789030	7.162447
55.833086	7.099644
55.877518	7.040772
55.922314	6.984732
55.967468	6.930493
56.012966	6.879199
56.058798	6.829549
56.104952	6.783832
56.151426	6.736989
56.198240	6.685662
56.245412	6.634551
56.292956	6.582008
56.340898	6.525680
56.389264	6.466045
56.438096	6.402528
56.487420	6.337434
56.537280	6.266141
56.587708	6.195458
56.638732	6.119191
56.690400	6.042919
56.742724	5.966484
56.795722	5.889971
56.849388	5.817549
56.903726	5.745835
56.958724	5.678535
57.014376	5.612192
57.070672	5.548752
57.127596	5.489224
57.185160	5.427206
57.243400	5.362910
57.302350	5.296545
57.362056	5.228842
57.422572	5.156069
57.483970	5.079538
57.546320	4.999670
57.609706	4.915805
57.674214	4.826537
57.739958	4.734594
57.807014	4.636900
57.875512	4.538431
57.945516	4.439535
58.017100	4.340415
58.090314	4.242643
58.165234	4.145894
58.241900	4.051368
58.320370	3.957862
58.400708	3.865053
58.482984	3.773685
58.567326	3.679542
58.653908	3.580897
58.742962	3.478676
58.834744	3.371821
58.929614	3.257292
59.028016	3.134759
59.130516	3.003090
59.237838	2.861300
59.350936	2.705983
59.471096	2.538127
59.600174	2.349592
59.741190	2.133857
59.898610	1.892663
60.080278	1.618710
60.304146	1.283865
60.669604	0.759239
61.214904	0.432949
