#Creator: wheelEventBuffer
#Creation time: Wed Apr  6 16:03:33 2016
#Time	Angular velocity
#[s]	[rad/s]
9.621306	7.004666
9.666030	7.046774
9.710490	7.083956
9.754730	7.121209
9.798742	7.153966
9.842562	7.186039
9.886190	7.216412
9.929650	7.241696
9.972946	7.269849
10.016092	7.293817
10.059092	7.318283
10.101962	7.340170
10.144702	7.359428
10.187314	7.383991
10.229784	7.411514
10.272096	7.437483
10.314248	7.467537
10.356212	7.504282
10.397978	7.540667
10.439538	7.575944
10.480900	7.614875
10.522054	7.655326
10.562998	7.689051
10.603770	7.723455
10.644364	7.754721
10.684800	7.784698
10.725088	7.811021
10.765248	7.836350
10.805282	7.857911
10.845202	7.880776
10.885018	7.901390
10.924736	7.919316
10.964356	7.937324
11.003882	7.959444
11.043290	7.982906
11.082580	8.008955
11.121738	8.036819
11.160746	8.069436
11.199594	8.103990
11.238276	8.138841
11.276792	8.174419
11.315140	8.212026
11.353318	8.244784
11.391354	8.276061
11.429246	8.305379
11.467010	8.333579
11.504654	8.357967
11.542194	8.381156
11.579632	8.400879
11.616982	8.421597
11.654246	8.441057
11.691436	8.454687
11.728550	8.472472
11.765588	8.492168
11.802532	8.514263
11.839378	8.537865
11.876118	8.563932
11.912732	8.595329
11.949212	8.628379
11.985550	8.661684
12.021748	8.696210
12.057804	8.731982
12.093716	8.763159
12.129506	8.794067
12.165176	8.820734
12.200740	8.847563
12.236200	8.872049
12.271572	8.892139
12.306864	8.910803
12.342082	8.930053
12.377230	8.947857
12.412318	8.960107
12.447346	8.974953
12.482314	8.993967
12.517206	9.013061
12.552014	9.036394
12.586736	9.060370
12.621352	9.089205
12.655858	9.119811
12.690246	9.150625
12.724520	9.181648
12.758684	9.213422
12.792726	9.239978
12.826680	9.268329
12.860532	9.291354
12.894302	9.315599
12.927986	9.338305
12.961594	9.357776
12.995138	9.373971
13.028620	9.390783
13.062046	9.408219
13.095422	9.418938
13.128748	9.431380
13.162026	9.450104
13.195240	9.467191
13.228384	9.488350
13.261454	9.511907
13.294432	9.539635
13.327312	9.569274
13.360088	9.599684
13.392762	9.630879
13.425328	9.665249
13.457782	9.693282
13.490148	9.721477
13.522424	9.744999
13.554626	9.768634
13.586752	9.789333
13.618816	9.807669
13.650824	9.821774
13.682780	9.839616
13.714688	9.853813
13.746558	9.863094
13.778386	9.874875
13.810176	9.890419
13.841910	9.907887
13.873586	9.927298
13.905196	9.950566
13.936722	9.977111
13.968166	10.005709
13.999516	10.035114
14.030772	10.067271
14.061934	10.098986
14.092994	10.126983
14.123982	10.152510
14.154890	10.175528
14.185732	10.197990
14.216510	10.216561
14.247236	10.233868
14.277912	10.247888
14.308546	10.261948
14.339140	10.277390
14.369700	10.284119
14.400230	10.294228
14.430726	10.309092
14.461176	10.323998
14.491576	10.343713
14.521918	10.364188
14.552188	10.391614
14.582382	10.418494
14.612490	10.448293
14.642514	10.478262
14.672456	10.510514
14.702308	10.534480
14.732104	10.557846
14.761842	10.569923
14.791566	10.574193
14.821286	10.567079
14.851048	10.548629
14.880874	10.519665
14.910780	10.488758
14.940782	10.455247
14.970892	10.415040
15.001104	10.379254
15.031418	10.347120
15.061830	10.313830
15.092328	10.286139
15.122910	10.259937
15.153560	10.238537
15.184272	10.218555
15.215044	10.199976
15.245868	10.183445
15.276752	10.165651
15.307686	10.142677
15.338696	10.120458
15.369780	10.094443
15.400946	10.065981
15.432198	10.038962
15.463550	10.004435
15.495006	9.969512
15.526568	9.936718
15.558248	9.899145
15.590054	9.856905
15.621982	9.819318
15.654032	9.785674
15.686188	9.752864
15.718450	9.722681
15.750808	9.693880
15.783252	9.672391
15.815766	9.651590
15.848348	9.632060
15.880998	9.610844
15.913722	9.593821
15.946500	9.571023
15.979366	9.550075
16.012308	9.522863
16.045348	9.495233
16.078484	9.466620
16.111730	9.433646
16.145098	9.397525
16.178586	9.363354
16.212210	9.325554
16.245976	9.283666
16.279886	9.243785
16.313934	9.209101
16.348114	9.174140
16.382416	9.142104
16.416834	9.112933
16.451356	9.087627
16.485972	9.062984
16.520680	9.038994
16.555476	9.017200
16.590364	8.996027
16.625330	8.971365
16.660404	8.944800
16.695582	8.915355
16.730882	8.885600
16.766302	8.854046
16.801858	8.818258
16.837564	8.779322
16.873420	8.742674
16.909438	8.703919
16.945628	8.659774
16.981988	8.618437
17.018516	8.581711
17.055206	8.544366
17.092046	8.509650
17.129032	8.478417
17.166146	8.450139
17.203380	8.424759
17.240726	8.398184
17.278188	8.374007
17.315760	8.351746
17.353434	8.323864
17.391246	8.295729
17.429184	8.265174
17.467272	8.233117
17.505510	8.198311
17.543920	8.161253
17.582512	8.120328
17.621294	8.080644
17.660274	8.039699
17.699468	7.993061
17.738876	7.948972
17.778498	7.908949
17.818320	7.869327
17.858334	7.832052
17.898536	7.797063
17.938906	7.765839
17.979440	7.736008
18.020122	7.706782
18.060960	7.679278
18.101950	7.652342
18.143080	7.621155
18.184396	7.589488
18.225886	7.554448
18.267574	7.517570
18.309472	7.479983
18.351594	7.437835
18.393960	7.393374
18.436574	7.350474
18.479456	7.303991
18.522618	7.254070
18.566064	7.207141
18.609788	7.162447
18.653786	7.117982
18.698046	7.077572
18.742562	7.037618
18.787312	7.001856
18.832290	6.967691
18.877484	6.934165
18.922896	6.901566
18.968534	6.869272
19.014390	6.831034
19.060522	6.791458
19.106922	6.749726
19.153622	6.705927
19.200628	6.660997
19.247962	6.614158
19.295642	6.564679
19.343676	6.515394
19.392094	6.464182
19.440906	6.408798
19.490122	6.356154
19.539748	6.305886
19.589762	6.256408
19.640166	6.209417
19.690946	6.163853
19.742086	6.122053
19.793572	6.081522
19.845392	6.042686
19.897556	6.002967
19.950066	5.964672
20.002918	5.922616
20.056164	5.879829
20.109806	5.833320
20.163894	5.785196
20.218440	5.734508
20.273488	5.680999
20.329072	5.623846
20.385220	5.566844
20.441970	5.507122
20.499352	5.443758
20.557388	5.382204
20.616080	5.323290
20.675420	5.265474
20.735408	5.208901
20.796036	5.154546
20.857294	5.102639
20.919172	5.051929
20.981664	5.001740
21.044794	4.952225
21.108564	4.902457
21.173002	4.848586
21.238188	4.792520
21.304158	4.732740
21.370990	4.670402
21.438738	4.605495
21.507478	4.536989
21.577280	4.465788
21.648204	4.394328
21.720328	4.320241
21.793722	4.242300
21.868466	4.164691
21.944600	4.089444
22.022152	4.013789
22.101162	3.939400
22.181672	3.866195
22.263704	3.794469
22.347294	3.723237
22.432498	3.652165
22.519396	3.580163
22.608090	3.507103
22.698706	3.428788
22.791526	3.344753
22.886784	3.254727
22.984828	3.158586
23.086000	3.056381
23.190722	2.948689
23.299422	2.836755
23.412556	2.722209
23.530746	2.601776
23.654750	2.473267
23.785464	2.341153
23.923958	2.205276
24.071598	2.061954
24.230248	1.911572
24.402524	1.752260
24.592310	1.579897
24.806062	1.389286
25.056178	1.169539
25.376492	0.888143
26.092424	0.382962
26.667624	0.352261
27.436630	0.762971
27.809164	1.007735
28.099078	1.200547
28.346124	1.369148
28.564654	1.524867
28.762084	1.673089
28.942808	1.816096
29.109890	1.955819
29.265520	2.091356
29.411420	2.223853
29.548972	2.352759
29.679374	2.474124
29.803674	2.586823
29.922784	2.694426
30.037380	2.794216
30.148076	2.886432
30.255412	2.971729
30.359800	3.050623
30.461628	3.123414
30.561152	3.191638
30.658672	3.254188
30.754340	3.315245
30.848256	3.375443
30.940514	3.435988
31.031134	3.498121
31.120130	3.562704
31.207508	3.628962
31.293282	3.697209
31.377478	3.766265
31.460104	3.838232
31.541190	3.912417
31.620780	3.984164
31.698956	4.054296
31.775804	4.123366
31.851418	4.188567
31.925894	4.249530
31.999350	4.306147
32.071870	4.359327
32.143550	4.408510
32.214436	4.454896
32.284642	4.496983
32.354186	4.538955
32.423078	4.580516
32.491348	4.623253
32.558970	4.667904
32.625928	4.715973
32.692184	4.766923
32.757716	4.820908
32.822508	4.876886
32.886534	4.935886
32.949800	4.996966
33.012322	5.054530
33.074144	5.109111
33.135308	5.164375
33.195850	5.215820
33.255812	5.263534
33.315256	5.308000
33.374210	5.350124
33.432738	5.387927
33.490844	5.424020
33.548606	5.455859
33.606022	5.487882
33.663098	5.520088
33.719842	5.552872
33.776256	5.584458
33.832322	5.622034
33.888002	5.661343
33.943280	5.705348
33.998122	5.750884
34.052506	5.801220
34.106424	5.853318
34.159882	5.901921
34.212902	5.948634
34.265510	5.995406
34.317724	6.039434
34.369570	6.080110
34.421088	6.117523
34.472294	6.152747
34.523234	6.184238
34.573904	6.214822
34.624362	6.239757
34.674602	6.266641
34.724624	6.293507
34.774434	6.320349
34.824022	6.349987
34.873378	6.380941
34.922476	6.414817
34.971304	6.453029
35.019838	6.492504
35.068054	6.537358
35.115942	6.584216
35.163506	6.627553
35.210758	6.669199
35.257720	6.710511
35.304406	6.749146
35.350834	6.784711
35.397032	6.817396
35.443012	6.847412
35.488808	6.874683
35.534416	6.900353
35.579884	6.921027
35.625204	6.943053
35.670378	6.965220
35.715404	6.988772
35.760272	7.014049
35.804968	7.043614
35.849464	7.075659
35.893754	7.111215
35.937816	7.148106
35.981634	7.189328
36.025202	7.233693
36.068516	7.273889
36.111594	7.311471
36.154452	7.349099
36.197104	7.383991
36.239558	7.416413
36.281840	7.444885
36.323960	7.472155
36.365944	7.496045
36.407786	7.518650
36.449530	7.535602
36.491166	7.554811
36.532694	7.574483
36.574112	7.595360
36.615410	7.617829
36.656582	7.643778
36.697604	7.671402
36.738476	7.701492
36.779180	7.734103
36.819700	7.770834
36.860028	7.809856
36.900164	7.846527
36.940110	7.881963
36.979882	7.916921
37.019486	7.949374
37.058932	7.978445
37.098246	8.006097
37.137422	8.031067
37.176496	8.052062
37.215460	8.071924
37.254346	8.088550
37.293148	8.104408
37.331868	8.121588
37.370504	8.140528
37.409046	8.160405
37.447486	8.185494
37.485796	8.213744
37.523972	8.245217
37.561998	8.276933
37.599866	8.313731
37.637568	8.353522
37.675100	8.388765
37.712478	8.420694
37.749708	8.455142
37.786802	8.486204
37.823762	8.513340
37.860612	8.538329
37.897356	8.561598
37.934016	8.579836
37.970586	8.599564
38.007098	8.612294
38.043542	8.627431
38.079922	8.642621
38.116238	8.658819
38.152476	8.677953
38.188632	8.701027
38.224680	8.727131
38.260618	8.756809
38.296428	8.787672
38.332104	8.823211
38.367634	8.861039
38.403026	8.894656
38.438282	8.925993
38.473414	8.959085
38.508426	8.987792
38.543330	9.013579
38.578142	9.036914
38.612862	9.058802
38.647516	9.076600
38.682090	9.092888
38.716624	9.104482
38.751104	9.118223
38.785532	9.131475
38.819906	9.146363
38.854218	9.163971
38.888462	9.185406
38.922616	9.209641
38.956674	9.238348
38.990626	9.267235
39.024460	9.301257
39.058172	9.338305
39.091764	9.368380
39.125254	9.393591
39.158662	9.414986
39.192020	9.424589
39.225362	9.421763
39.258742	9.406529
39.292186	9.381249
39.325740	9.347752
39.359412	9.310630
39.393236	9.268329
39.427206	9.228036
39.461320	9.188630
39.495582	9.150625
39.529978	9.114520
39.564508	9.082898
39.599148	9.053581
39.633894	9.029641
39.668734	9.004794
39.703654	8.985735
39.738654	8.967780
39.773730	8.946838
39.808890	8.922444
39.844144	8.899696
39.879500	8.874556
39.914958	8.844574
39.950544	8.813310
39.986256	8.780304
40.022120	8.742188
40.058130	8.703919
40.094322	8.660728
40.130680	8.619383
40.167216	8.577962
40.203926	8.537401
40.240802	8.500440
40.277832	8.466535
40.315008	8.434712
40.352312	8.407624
40.389738	8.380709
40.427268	8.358857
40.464900	8.338445
40.502634	8.314611
40.540476	8.288725
40.578434	8.263870
40.616520	8.234843
40.654744	8.203877
40.693120	8.170167
40.731654	8.134626
40.770378	8.093968
40.809282	8.054127
40.848406	8.008955
40.887742	7.964691
40.927290	7.920913
40.967060	7.878405
41.007036	7.838305
41.047208	7.802098
41.087562	7.767760
41.128082	7.737532
41.168762	7.707917
41.209582	7.682658
41.250538	7.660179
41.291626	7.632635
41.332864	7.603448
41.374260	7.575214
41.415822	7.543564
41.457566	7.508946
41.499512	7.471444
41.541670	7.432204
41.584072	7.388853
41.626714	7.343945
41.669642	7.295510
41.712846	7.248045
41.756334	7.199543
41.800108	7.153314
41.844164	7.108319
41.888490	7.067064
41.933060	7.029115
41.977868	6.993750
42.022892	6.959973
42.068122	6.930493
42.113546	6.902779
42.159166	6.871676
42.204994	6.838469
42.251044	6.805582
42.297336	6.769507
42.343880	6.730061
42.390712	6.687939
42.437840	6.644092
42.485306	6.596105
42.533108	6.546621
42.581304	6.493040
42.629890	6.439273
42.678880	6.386130
42.728272	6.334367
42.778068	6.283939
42.828246	6.237279
42.878788	6.193748
42.929678	6.152747
42.980902	6.113237
43.032434	6.077757
43.084276	6.043616
43.136422	6.006640
43.188896	5.967391
43.241716	5.928652
43.294900	5.886660
43.348478	5.841129
43.402494	5.792663
43.456972	5.741634
43.511962	5.686552
43.567482	5.629893
43.623604	5.568620
43.680336	5.507315
43.737700	5.445834
43.795714	5.385157
43.854374	5.325817
43.913686	5.268653
43.973634	5.212358
44.034226	5.157592
44.095460	5.103965
44.157310	5.053392
44.219774	5.006203
44.282850	4.956601
44.346562	4.905366
44.410944	4.854730
44.476030	4.800722
44.541866	4.743888
44.608530	4.683352
44.676074	4.620261
44.744596	4.552109
44.814156	4.481332
44.884884	4.405543
44.956838	4.328455
45.030084	4.250795
45.104682	4.173099
45.180662	4.097124
45.258052	4.023041
45.336862	3.950198
45.417110	3.880330
45.498794	3.812335
45.581914	3.746950
45.666496	3.683165
45.752590	3.616930
45.840300	3.548218
45.929760	3.477444
46.021122	3.402717
46.114596	3.322257
46.210460	3.236020
46.309018	3.143290
46.410678	3.043058
46.515862	2.935355
46.625182	2.819342
46.739208	2.697711
46.858622	2.570903
46.984204	2.440072
47.116784	2.306874
47.257366	2.171588
47.407202	2.032288
47.568170	1.884737
47.742696	1.729780
47.934056	1.570341
48.147248	1.400334
48.391664	1.206597
48.688878	0.971090
49.144246	0.610977
49.864502	0.311768
50.585558	0.571138
51.071998	0.912479
51.388208	1.136257
51.647702	1.319143
51.874102	1.478884
52.077706	1.623428
52.264172	1.758754
52.437006	1.887250
52.598570	2.010542
52.750602	2.130096
52.894358	2.247301
53.030842	2.362668
53.160902	2.474279
53.285306	2.581848
53.404742	2.685214
53.519772	2.781303
53.631054	2.870030
53.739014	2.952958
53.844062	3.031782
53.946504	3.104647
54.046646	3.172493
54.144704	3.236687
54.240830	3.300755
54.335136	3.363734
54.427722	3.424228
54.518664	3.485160
54.608016	3.547738
54.695812	3.609947
54.782072	3.674377
54.866832	3.739902
54.950088	3.807437
55.031878	3.875830
55.112226	3.944742
55.191196	4.013174
55.268848	4.081263
55.345244	4.143816
55.420548	4.203024
55.494832	4.256555
55.568222	4.306619
55.640792	4.352563
55.712618	4.396418
55.783740	4.438281
55.854166	4.482610
55.923924	4.526269
55.993016	4.568260
56.061462	4.610903
56.129262	4.656557
56.196400	4.701998
56.262874	4.750488
56.328664	4.799842
56.393760	4.852330
56.458160	4.905060
56.521868	4.957383
56.584920	5.008438
56.647328	5.061370
56.709098	5.110275
56.770288	5.159456
56.830910	5.205794
56.891014	5.249461
56.950626	5.291193
57.009796	5.329069
57.068548	5.365658
57.126900	5.401824
57.184878	5.436786
57.242498	5.468775
57.299764	5.501721
57.356676	5.538383
57.413216	5.574747
57.469368	5.613997
57.525122	5.655840
57.580452	5.699758
57.635344	5.746255
57.689796	5.792663
57.743810	5.840043
57.797396	5.887763
57.850554	5.931562
57.903336	5.973972
57.955752	6.013768
58.007834	6.051066
58.059600	6.087178
58.111078	6.119906
58.162284	6.150338
58.213238	6.180588
58.263956	6.209417
58.314446	6.235298
58.364716	6.262894
58.414758	6.292750
58.464556	6.323911
58.514100	6.357698
58.563378	6.393147
58.612364	6.432681
58.661048	6.473240
58.709424	6.514583
58.757502	6.554543
58.805298	6.594443
58.852804	6.629791
58.900074	6.664671
58.947094	6.697635
58.993890	6.729773
59.040466	6.760475
59.086842	6.789403
59.133024	6.815622
59.179028	6.842341
59.224858	6.868070
59.270534	6.889760
59.316048	6.913108
59.361404	6.939986
59.406582	6.967073
59.451576	6.997177
59.496370	7.029115
59.540950	7.064839
59.585302	7.101891
59.629416	7.139983
59.673298	7.178814
59.716946	7.218733
59.760352	7.254740
59.803556	7.290770
59.846550	7.323060
59.889362	7.354260
59.931998	7.382602
59.974480	7.409417
60.016814	7.432204
60.059014	7.456548
60.101088	7.478558
60.143044	7.497834
60.184884	7.517930
60.226602	7.542477
60.268188	7.566456
60.309628	7.594625
60.350916	7.624115
60.392030	7.656819
60.432964	7.692817
60.473706	7.728015
60.514262	7.764688
60.554630	7.802873
60.594800	7.836741
60.634810	7.869721
60.674652	7.900198
60.714350	7.928510
60.753906	7.955413
60.793344	7.978445
60.832664	8.000389
60.871880	8.021634
60.910998	8.041757
60.950026	8.058258
60.988968	8.075243
61.027818	8.097306
61.066560	8.119909
61.105190	8.144327
61.143700	8.172292
61.182064	8.203877
61.220284	8.236138
61.258344	8.270832
61.296248	8.305818
61.333998	8.341545
61.371590	8.371776
61.409068	8.395940
61.446460	8.410325
61.483816	8.413027
61.521186	8.403126
61.558632	8.379815
61.596202	8.345534
61.633932	8.308015
61.671838	8.269090
61.709934	8.224926
61.748228	8.182083
61.786716	8.142638
61.825384	8.105244
61.864228	8.070265
61.903236	8.037642
61.942390	8.008138
61.981690	7.979661
62.021120	7.954205
62.060682	7.928109
62.100376	7.903378
62.140192	7.874850
62.180166	7.846135
62.220288	7.813352
62.260586	7.780071
62.301058	7.744017
62.341732	7.706026
62.382614	7.663543
62.423714	7.622635
62.465054	7.578869
62.506646	7.529462
62.548488	7.484259
62.590582	7.442769
62.632908	7.402084
62.675460	7.362878
62.718228	7.328184
62.761192	7.295849
62.804344	7.264806
62.847672	7.235025
62.891182	7.206149
62.934874	7.177502
62.978738	7.144530
63.022820	7.110893
63.067118	7.073747
63.111656	7.034781
63.156440	6.994996
63.201496	6.951657
63.246842	6.905510
63.292478	6.861470
63.338432	6.813848
63.384718	6.761639
63.431342	6.713379
63.478296	6.668066
63.525572	6.622803
63.573156	6.580354
63.621048	6.540080
63.669220	6.502179
63.717670	6.466311
63.766382	6.431627
63.815360	6.397053
63.864608	6.363364
63.914118	6.325949
63.963940	6.287964
64.014066	6.246456
64.064544	6.202552
64.115380	6.157329
64.166612	6.108720
64.218262	6.056900
64.270346	6.005951
64.322894	5.953820
64.375922	5.895719
64.429448	5.841563
64.483474	5.789674
64.537976	5.737859
64.592960	5.689436
64.648416	5.641215
64.704322	5.596994
64.760670	5.553853
64.817452	5.511179
64.874674	5.469537
64.932344	5.427769
64.990456	5.383127
65.049082	5.337036
65.108220	5.287630
65.167936	5.235813
65.228256	5.181410
65.289236	5.124278
65.350910	5.063981
65.413318	5.004608
65.476510	4.940854
65.540532	4.874465
65.605412	4.809689
65.671160	4.747042
65.737786	4.684609
65.805284	4.624069
65.873670	4.564676
65.942926	4.507695
66.013054	4.452371
66.084052	4.397526
66.155948	4.342575
66.228776	4.287225
66.302570	4.227685
66.377450	4.165795
66.453476	4.100118
66.530770	4.031301
66.609418	3.959259
66.689562	3.883496
66.771316	3.804118
66.854810	3.723148
66.940208	3.637955
67.027660	3.549341
67.117302	3.461429
67.209262	3.373703
67.303652	3.285223
67.400610	3.197289
67.500280	3.109318
67.602780	3.022739
67.708274	2.935903
67.816956	2.848174
67.929092	2.758348
68.045040	2.665755
68.165210	2.567122
68.290312	2.462179
68.421152	2.347836
68.558988	2.221149
68.705442	2.081297
68.862756	1.927949
69.033992	1.760252
69.223782	1.575475
69.440478	1.363491
69.701828	1.106117
70.068940	0.760731
