#Creator: videoclickEventBuffer
#Creation time: Wed May  4 16:25:19 2016
#Frame	Time	x1	y1	x2	y2
#[]	[s]	[pixel]	[pixel]	[pixel]	[pixel]
0.840	302	115	337	230
0.880	303	142	337	231
0.920	303	166	338	231
0.960	304	193	338	231
1.000	299	213	340	233
1.040	293	232	349	239
1.080	286	249	356	246
1.120	279	268	363	252
1.160	272	286	370	259
1.200	265	303	377	265
1.240	259	322	385	271
1.280	253	341	392	278
