#p      q      deltaq	deltap
#  plot '/home/zerch/Documents/UNIPI/LAB1/10Rifrazione/dati/acqua.dat' using (1/$1):(1/$2):($3/($1*$1)):($4/($2*$2)) with boxerror
25.0  	56.4	  0.2	0.2
27.2  	48.7	  0.2	0.2
28.1  	45.7	  0.2	0.2
37.2  	32.8	  0.2	0.2
33.1  	36.7	  0.2	0.2
40.4  	30.4	  0.2	0.2
43.7  	28.7	  0.2	0.2
47.0  	27.4	  0.2	0.2
49.4  	26.8	  0.2	0.2
51.1  	26.2	  0.2	0.2
