#Creator: pendulumdriveEventBuffer
#Creation time: Wed Apr 20 15:41:28 2016
#Time	Pos
#[s]	[au]
37.524	525
37.575	526
37.625	529
37.675	531
37.725	531
37.775	532
37.826	531
37.876	534
37.926	533
37.976	531
38.026	532
38.076	531
38.127	530
38.177	530
38.228	527
38.278	528
38.328	527
38.379	526
38.429	525
38.479	523
38.529	521
38.579	520
38.629	517
38.680	516
38.730	515
38.780	515
38.830	514
38.880	514
38.930	514
38.981	515
39.031	515
39.081	517
39.132	521
39.182	524
39.233	527
39.283	530
39.333	533
39.383	538
39.433	539
39.483	543
39.534	545
39.584	542
39.634	544
39.684	542
39.734	536
39.784	534
39.835	528
39.885	524
39.935	517
39.985	512
40.036	507
40.087	503
40.137	499
40.187	497
40.237	497
40.287	497
40.337	500
40.388	506
40.438	511
40.488	518
40.538	525
40.588	533
40.638	539
40.689	549
40.739	555
40.789	556
40.839	560
40.889	560
40.941	558
40.991	555
41.041	547
41.091	542
41.141	533
41.191	523
41.242	515
41.292	505
41.342	496
41.392	490
41.442	486
41.492	480
41.543	480
41.593	484
41.643	487
41.693	496
41.743	504
41.794	515
41.845	525
41.895	537
41.945	548
41.995	555
42.045	566
42.096	571
42.146	574
42.196	575
42.246	569
42.296	567
42.347	558
42.397	546
42.447	536
42.497	523
42.547	511
42.597	497
42.648	488
42.698	476
42.749	470
42.799	468
42.849	466
42.899	471
42.950	476
43.000	485
43.050	498
43.100	510
43.150	525
43.201	540
43.251	554
43.301	565
43.351	577
43.401	584
43.451	584
43.502	588
43.552	583
43.602	574
43.653	566
43.703	548
43.753	539
43.804	521
43.854	506
43.904	490
43.954	476
44.004	466
44.055	457
44.105	459
44.155	454
44.205	458
44.255	468
44.305	478
44.356	493
44.406	509
44.456	528
44.506	541
44.557	561
44.608	576
44.658	584
44.708	596
44.758	599
44.808	597
44.858	595
44.909	578
44.959	574
45.009	558
45.059	538
45.109	520
45.159	501
45.210	483
45.260	467
45.310	457
45.360	445
45.410	442
45.462	445
45.512	447
45.562	458
45.612	473
45.662	490
45.712	509
45.763	529
45.813	549
45.863	566
45.913	584
45.963	596
46.013	604
46.064	610
46.114	604
46.164	605
46.214	593
46.264	576
46.315	560
46.366	539
46.416	518
46.466	496
46.516	479
46.566	458
46.617	446
46.667	438
46.717	432
46.767	434
46.817	439
46.867	450
46.918	468
46.968	484
47.018	508
47.068	529
47.118	553
47.169	572
47.219	589
47.270	605
47.320	610
47.370	621
47.420	617
47.471	607
47.521	600
47.571	582
47.621	561
47.671	541
47.721	516
47.772	491
47.822	471
47.872	455
47.922	438
47.972	431
48.023	426
48.073	426
48.124	436
48.174	443
48.224	463
48.274	485
48.325	508
48.375	532
48.425	556
48.475	579
48.525	592
48.576	612
48.626	620
48.676	620
48.726	623
48.776	614
48.826	602
48.877	585
48.927	562
48.977	541
49.028	515
49.078	490
49.128	467
49.179	450
49.229	434
49.279	423
49.329	424
49.379	420
49.430	430
49.480	445
49.530	461
49.580	484
49.630	508
49.680	534
49.731	558
49.781	582
49.831	600
49.881	610
49.932	624
49.982	624
50.033	624
50.083	617
50.133	600
50.183	585
50.233	562
50.284	537
50.334	512
50.384	493
50.434	465
50.484	444
50.534	434
50.585	422
50.635	418
50.685	424
50.735	429
50.785	451
50.836	464
50.887	487
50.937	511
50.987	537
51.037	562
51.087	581
51.138	602
51.188	604
51.238	623
51.288	625
51.338	618
51.388	613
51.439	601
51.489	579
51.539	559
51.589	532
51.639	509
51.689	485
51.741	466
51.791	446
51.841	433
51.891	429
51.941	423
51.992	435
52.042	436
52.092	452
52.142	472
52.192	493
52.242	515
52.293	539
52.343	563
52.393	580
52.443	599
52.493	609
52.544	612
52.594	619
52.645	615
52.695	602
52.745	592
52.795	570
52.846	551
52.896	529
52.946	507
52.996	484
53.046	466
53.096	452
53.147	439
53.197	437
53.247	430
53.297	437
53.347	450
53.398	461
53.448	480
53.498	500
53.549	522
53.599	542
53.649	564
53.700	579
53.750	589
53.800	602
53.850	606
53.900	605
53.950	604
54.001	591
54.051	580
54.101	562
54.151	542
54.201	524
54.252	504
54.302	486
54.352	471
54.402	460
54.453	445
54.503	446
54.554	449
54.604	451
54.654	462
54.704	474
54.754	490
54.804	506
54.855	525
54.905	542
54.955	557
55.005	572
55.055	581
55.106	588
55.156	593
55.206	589
55.256	589
55.306	578
55.357	565
55.408	553
55.458	537
55.508	522
55.558	507
55.608	493
55.659	480
55.709	471
55.759	466
55.809	462
55.859	463
55.909	467
55.960	475
56.010	487
56.060	496
56.110	510
56.160	522
56.210	536
56.262	547
56.312	559
56.362	567
56.412	570
56.462	574
56.513	574
56.563	571
56.613	567
56.663	557
56.713	548
56.763	538
56.814	526
56.864	517
56.914	506
56.964	497
57.014	489
57.064	485
57.115	481
57.166	479
57.216	482
57.266	483
57.316	489
57.367	497
57.417	505
57.467	513
57.517	523
57.567	532
57.617	538
57.668	547
57.718	553
57.768	555
57.818	560
57.868	555
57.918	559
57.969	557
58.019	549
58.070	547
58.120	540
58.170	532
58.221	523
58.271	515
58.321	509
58.371	503
58.421	498
58.471	493
58.522	491
58.572	489
58.622	488
58.672	493
58.722	494
58.772	499
58.823	506
58.873	512
58.924	520
58.974	527
59.024	535
59.075	540
59.125	550
59.175	553
59.225	556
59.275	560
59.325	559
59.376	557
59.426	556
59.476	548
59.526	544
59.576	537
59.627	527
59.677	520
59.727	510
59.777	503
59.828	495
59.878	489
59.929	486
59.979	481
60.029	482
60.079	483
60.129	487
60.179	493
60.230	501
60.280	509
60.330	519
60.380	530
60.430	539
60.481	549
60.531	557
60.581	564
60.631	570
60.681	568
60.732	572
60.783	569
60.833	560
60.883	555
60.933	546
60.983	534
61.033	523
61.084	512
61.134	499
