#Creator: pendulumdriveEventBuffer
#Creation time: Wed Apr 20 15:41:28 2016
#Time	Pos
#[s]	[au]
0.050	515
0.101	516
0.151	515
0.202	519
0.252	517
0.302	519
0.353	520
0.403	516
0.453	516
0.503	514
0.553	509
0.603	508
0.654	503
0.704	500
0.754	498
0.804	495
0.854	495
0.904	494
0.955	493
1.005	496
1.055	499
1.106	503
1.156	507
1.207	510
1.257	517
1.307	522
1.357	524
1.407	529
1.457	528
1.508	530
1.558	530
1.608	526
1.658	525
1.708	519
1.758	513
1.809	509
1.859	500
1.909	495
1.959	491
2.010	486
2.061	483
2.111	482
2.161	482
2.211	486
2.261	489
2.311	495
2.362	503
2.412	508
2.462	518
2.512	524
2.562	528
2.612	536
2.663	535
2.713	540
2.763	539
2.813	534
2.863	533
2.915	525
2.965	518
3.015	513
3.065	502
3.115	495
3.165	489
3.216	485
3.266	481
3.316	479
3.366	478
3.416	481
3.467	484
3.517	491
3.567	499
3.617	504
3.667	512
3.717	520
3.768	525
3.819	532
3.869	532
3.919	538
3.969	537
4.019	533
4.070	532
4.120	527
4.170	520
4.220	515
4.270	507
4.321	503
4.371	498
4.421	493
4.471	490
4.521	488
4.571	487
4.622	489
4.672	490
4.723	492
4.773	499
4.823	502
4.873	508
4.924	511
4.974	515
5.024	518
5.074	519
5.124	523
5.175	522
5.225	521
5.275	522
5.325	520
5.375	518
5.425	517
5.476	512
5.526	512
5.576	509
5.627	507
5.677	508
5.728	506
5.778	504
5.828	505
5.878	503
5.928	504
5.978	504
6.029	503
6.079	503
6.129	505
6.179	502
6.229	504
6.279	503
6.330	505
6.380	505
6.430	506
6.480	509
6.531	509
6.582	512
6.632	515
6.682	516
6.732	521
6.782	522
6.832	520
6.883	523
6.933	520
6.983	520
7.033	519
7.083	514
7.133	512
7.184	508
7.234	502
7.284	499
7.334	495
7.384	493
7.436	491
7.486	489
7.536	490
7.586	493
7.636	494
7.686	500
7.737	503
7.787	509
7.837	515
7.887	519
7.937	527
7.987	530
8.038	530
8.088	534
8.138	532
8.188	531
8.238	528
8.290	522
8.340	518
8.390	511
8.440	502
8.490	498
8.540	491
8.591	486
8.641	484
8.691	481
8.741	481
8.791	483
8.841	487
8.892	493
8.942	498
8.992	506
9.042	515
9.092	520
9.143	529
9.194	533
9.244	535
9.294	540
9.344	536
9.394	537
9.445	534
9.495	525
9.545	522
9.595	514
9.645	505
9.696	499
9.746	491
9.796	486
9.846	483
9.896	480
9.946	481
9.997	482
10.047	485
10.098	491
10.148	495
10.198	503
10.248	512
10.299	516
10.349	524
10.399	528
10.449	531
10.499	534
10.550	530
10.600	533
10.650	530
10.700	524
10.750	523
10.800	516
10.851	510
10.901	506
10.951	500
11.002	497
11.052	495
11.102	492
11.153	492
11.203	493
11.253	493
11.303	497
11.353	497
11.404	502
11.454	505
11.504	507
11.554	512
11.604	514
11.654	516
11.705	518
11.755	516
11.805	518
11.855	519
11.906	516
11.956	519
12.007	517
12.057	515
12.107	516
12.157	513
12.207	514
12.258	513
12.308	510
12.358	510
12.408	509
12.458	506
12.508	506
12.559	503
12.609	503
12.659	501
12.709	498
12.759	499
12.811	498
12.861	498
12.911	499
12.961	498
13.011	503
13.061	506
13.112	508
13.162	513
13.212	516
13.262	519
13.312	524
13.362	524
13.413	528
13.463	529
13.513	527
13.563	527
13.613	521
13.664	519
13.715	516
13.765	508
13.815	504
13.865	500
13.915	492
13.966	490
14.016	487
14.066	484
14.116	484
14.166	486
14.216	490
14.267	494
14.317	498
14.367	506
14.417	511
14.467	519
14.518	526
14.568	529
14.619	537
14.669	539
14.719	537
14.769	539
14.820	533
14.870	530
14.920	525
14.970	516
15.020	509
