#Creator: pendulumSimpleEventBuffer
#Creation time: Wed Mar  2 16:15:06 2016
#Id	Edge	Time
#[]	[b]	[s]
589	1	315.864412
590	0	316.876352
591	1	316.900796
592	0	317.979216
593	1	318.003692
594	0	319.015328
595	1	319.039876
596	0	320.118328
597	1	320.142908
598	0	321.154248
599	1	321.178900
600	0	322.257348
601	1	322.282032
602	0	323.293084
603	1	323.317848
604	0	324.396264
605	1	324.421056
606	0	325.431840
607	1	325.456708
608	0	326.535144
609	1	326.560044
610	0	327.570524
611	1	327.595500
612	0	328.673968
613	1	328.698972
614	0	329.709164
615	1	329.734244
616	0	330.812736
617	1	330.837852
618	0	331.847752
619	1	331.872940
620	0	332.951448
621	1	332.976668
622	0	333.986284
623	1	334.011580
624	0	335.090116
625	1	335.115444
626	0	336.124744
627	1	336.150156
628	0	337.228688
629	1	337.254128
630	0	338.263164
631	1	338.288684
632	0	339.367196
633	1	339.392748
634	0	340.401512
635	1	340.427136
636	0	341.505672
637	1	341.531328
638	0	342.539812
639	1	342.565544
640	0	343.644068
641	1	343.669840
642	0	344.678060
643	1	344.703900
644	0	345.782444
645	1	345.808324
646	0	346.816244
647	1	346.842188
648	0	347.920732
649	1	347.946720
650	0	348.954348
651	1	348.980416
652	0	350.059008
653	1	350.085104
654	0	351.092448
655	1	351.118620
656	0	352.197196
657	1	352.223396
658	0	353.230448
659	1	353.256732
660	0	354.335348
661	1	354.361668
662	0	355.368396
663	1	355.394792
664	0	356.473424
665	1	356.499856
666	0	357.506300
667	1	357.532808
668	0	358.611468
669	1	358.638012
670	0	359.644156
671	1	359.670780
672	0	360.749444
673	1	360.776096
674	0	361.781932
675	1	361.808668
676	0	362.887344
677	1	362.914116
678	0	363.919664
679	1	363.946516
680	0	365.025188
681	1	365.052072
682	0	366.057348
683	1	366.084308
684	0	367.163012
685	1	367.190012
686	0	368.194940
687	1	368.222024
688	0	369.300748
689	1	369.327864
690	0	370.332528
691	1	370.359732
692	0	371.438472
693	1	371.465704
694	0	372.470036
695	1	372.497340
696	0	373.576132
697	1	373.603484
698	0	374.607536
699	1	374.634968
700	0	375.713724
701	1	375.741192
702	0	376.744956
703	1	376.772504
704	0	377.851288
705	1	377.878872
706	0	378.882324
707	1	378.909992
708	0	379.988808
709	1	380.016508
710	0	381.019652
711	1	381.047436
712	0	382.126280
713	1	382.154100
714	0	383.156908
715	1	383.184816
716	0	384.263696
717	1	384.291644
718	0	385.294140
719	1	385.322168
720	0	386.401032
721	1	386.429104
722	0	387.431308
723	1	387.459464
724	0	388.538372
725	1	388.566568
726	0	389.568456
727	1	389.596728
728	0	390.675652
729	1	390.703964
730	0	391.705544
731	1	391.733940
732	0	392.812888
733	1	392.841320
734	0	393.842604
735	1	393.871128
736	0	394.950096
737	1	394.978660
738	0	395.979584
739	1	396.008224
740	0	397.087244
741	1	397.115932
742	0	398.116544
743	1	398.145320
744	0	399.224352
745	1	399.253156
746	0	400.253456
747	1	400.282340
748	0	401.361396
749	1	401.390328
750	0	402.390316
751	1	402.419336
752	0	403.498296
753	1	403.527372
754	0	404.527152
755	1	404.556300
756	0	405.635244
757	1	405.664448
758	0	406.663864
759	1	406.693136
760	0	407.772248
761	1	407.801556
762	0	408.800520
763	1	408.829920
764	0	409.909100
765	1	409.938540
766	0	410.937272
767	1	410.966800
768	0	412.045848
769	1	412.075428
770	0	413.073912
771	1	413.103572
772	0	414.182612
773	1	414.212316
774	0	415.210480
775	1	415.240276
776	0	416.319364
777	1	416.349208
778	0	417.347020
779	1	417.376944
780	0	418.456048
781	1	418.486020
782	0	419.483512
783	1	419.513572
784	0	420.592688
785	1	420.622792
786	0	421.619944
787	1	421.650136
788	0	422.729292
789	1	422.759524
790	0	423.756336
791	1	423.786656
792	0	424.865760
793	1	424.896124
794	0	425.892612
795	1	425.923068
796	0	427.002196
797	1	427.032684
798	0	428.028856
799	1	428.059444
800	0	429.138584
801	1	429.169216
802	0	430.165052
803	1	430.195772
804	0	431.274932
805	1	431.305692
806	0	432.301208
807	1	432.332052
808	0	433.411236
809	1	433.442132
810	0	434.437300
811	1	434.468288
812	0	435.547500
813	1	435.578524
814	0	436.573364
815	1	436.604480
816	0	437.683736
817	1	437.714888
818	0	438.709388
819	1	438.740640
820	0	439.819916
821	1	439.851212
822	0	440.845372
823	1	440.876764
824	0	441.956080
825	1	441.987508
826	0	442.981320
827	1	443.012844
828	0	444.092188
829	1	444.123760
830	0	445.117224
831	1	445.148880
832	0	446.228264
833	1	446.259968
834	0	447.253084
835	1	447.284888
836	0	448.364284
837	1	448.396132
838	0	449.388920
839	1	449.420864
840	0	450.500264
841	1	450.532248
842	0	451.524712
843	1	451.556800
844	0	452.636252
845	1	452.668372
846	0	453.660400
847	1	453.692616
848	0	454.772176
849	1	454.804440
850	0	455.796148
851	1	455.828508
852	0	456.908084
853	1	456.940492
854	0	457.931820
855	1	457.964328
856	0	459.043900
857	1	459.076452
858	0	460.067444
859	1	460.100080
860	0	461.179756
861	1	461.212452
862	0	462.203020
863	1	462.235808
864	0	463.315552
865	1	463.348396
866	0	464.338552
867	1	464.371492
868	0	465.451264
869	1	465.484264
870	0	466.474064
871	1	466.507156
872	0	467.586964
873	1	467.620096
874	0	468.609556
875	1	468.642784
876	0	469.722588
877	1	469.755868
878	0	470.745044
879	1	470.778424
880	0	471.858128
881	1	471.891548
882	0	472.880408
883	1	472.913932
884	0	473.993684
885	1	474.027264
886	0	475.015760
887	1	475.049432
888	0	476.129228
889	1	476.162952
890	0	477.151080
891	1	477.184904
892	0	478.264712
893	1	478.298596
894	0	479.286340
895	1	479.320316
896	0	480.400172
897	1	480.434200
898	0	481.421592
899	1	481.455716
900	0	482.535612
901	1	482.569792
902	0	483.556808
903	1	483.591084
904	0	484.671004
905	1	484.705340
906	0	485.691984
907	1	485.726412
908	0	486.806356
909	1	486.840848
910	0	487.827116
911	1	487.861712
912	0	488.941696
913	1	488.976336
914	0	489.962220
915	1	489.996968
916	0	491.077000
917	1	491.111800
918	0	492.097296
919	1	492.132196
920	0	493.212260
921	1	493.247204
922	0	494.232324
923	1	494.267380
924	0	495.347484
925	1	495.382600
926	0	496.367292
927	1	496.402504
928	0	497.482728
929	1	497.517992
930	0	498.502244
931	1	498.537616
932	0	499.617880
933	1	499.653312
934	0	500.637168
935	1	500.672696
936	0	501.752992
937	1	501.788572
938	0	502.772076
939	1	502.807768
940	0	503.888096
941	1	503.923832
942	0	504.906928
943	1	504.942780
944	0	506.023172
945	1	506.059084
946	0	507.041788
947	1	507.077800
948	0	508.158208
949	1	508.194280
950	0	509.176572
951	1	509.212756
952	0	510.293196
953	1	510.329428
954	0	511.311332
955	1	511.347672
956	0	512.428136
957	1	512.464528
958	0	513.446064
959	1	513.482564
960	0	514.563108
961	1	514.599648
962	0	515.580812
963	1	515.617468
964	0	516.697952
965	1	516.734680
966	0	517.715396
967	1	517.752224
968	0	518.832792
969	1	518.869668
970	0	519.850076
971	1	519.887072
972	0	520.967644
973	1	521.004696
974	0	521.984632
975	1	522.021800
976	0	523.102444
977	1	523.139684
978	0	524.119232
979	1	524.156568
980	0	525.237236
981	1	525.274644
982	0	526.253720
983	1	526.291236
984	0	527.372012
985	1	527.409584
986	0	528.388228
987	1	528.425908
988	0	529.506728
989	1	529.544476
990	0	530.522692
991	1	530.560560
992	0	531.641404
993	1	531.679340
994	0	532.657100
995	1	532.695136
996	0	533.776056
997	1	533.814156
998	0	534.791488
999	1	534.829704
1000	0	535.910672
1001	1	535.948964
1002	0	536.925868
1003	1	536.964268
1004	0	538.045284
1005	1	538.083744
1006	0	539.060208
1007	1	539.098772
1008	0	540.179856
1009	1	540.218496
1010	0	541.194516
1011	1	541.233264
1012	0	542.314312
1013	1	542.353128
1014	0	543.328720
1015	1	543.367652
1016	0	544.448732
1017	1	544.487720
1018	0	545.462896
1019	1	545.502012
1020	0	546.583140
1021	1	546.622312
1022	0	547.597044
1023	1	547.636332
1024	0	548.717516
1025	1	548.756856
1026	0	549.731176
1027	1	549.770632
1028	0	550.851876
1029	1	550.891400
1030	0	551.865260
1031	1	551.904896
1032	0	552.986168
1033	1	553.025856
1034	0	553.999284
1035	1	554.039100
1036	0	555.120444
1037	1	555.160328
1038	0	556.133312
1039	1	556.173312
1040	0	557.254728
1041	1	557.294796
1042	0	558.267308
1043	1	558.307496
1044	0	559.388928
1045	1	559.429172
1046	0	560.401232
1047	1	560.441600
1048	0	561.523104
1049	1	561.563528
1050	0	562.535148
1051	1	562.575704
1052	0	563.657176
1053	1	563.697788
1054	0	564.669004
1055	1	564.709736
1056	0	565.791260
1057	1	565.832044
1058	0	566.802816
1059	1	566.843732
1060	0	567.925300
1061	1	567.966280
1062	0	568.936584
1063	1	568.977680
1064	0	570.059288
1065	1	570.100460
1066	0	571.070324
1067	1	571.111596
1068	0	572.193280
1069	1	572.234620
1070	0	573.204080
1071	1	573.245552
1072	0	574.327276
1073	1	574.368792
1074	0	575.337756
1075	1	575.379404
1076	0	576.461212
1077	1	576.502924
1078	0	577.471448
1079	1	577.513292
1080	0	578.595144
1081	1	578.637040
1082	0	579.605072
1083	1	579.647096
1084	0	580.728956
1085	1	580.771048
1086	0	581.738716
1087	1	581.780928
1088	0	582.862816
1089	1	582.905104
1090	0	583.872272
1091	1	583.914688
1092	0	584.996656
1093	1	585.039148
1094	0	586.005848
1095	1	586.048476
1096	0	587.130500
1097	1	587.173188
1098	0	588.139416
1099	1	588.182224
1100	0	589.264340
1101	1	589.307224
1102	0	590.272928
1103	1	590.315924
1104	0	591.398104
1105	1	591.441192
1106	0	592.406404
1107	1	592.449604
1108	0	593.531828
1109	1	593.575104
1110	0	594.539864
1111	1	594.583248
1112	0	595.665536
1113	1	595.709000
1114	0	596.673280
1115	1	596.716872
1116	0	597.799196
1117	1	597.842872
1118	0	598.806656
1119	1	598.850440
1120	0	599.932828
1121	1	599.976692
1122	0	600.939976
1123	1	600.983960
1124	0	602.066388
