#Creator: pendulumSimpleEventBuffer
#Creation time: Wed Mar  2 16:41:55 2016
#Id	Edge	Time
#[]	[b]	[s]
885	1	473.422092
886	0	474.497004
887	1	474.529856
888	0	475.521384
889	1	475.554312
890	0	476.629208
891	1	476.662196
892	0	477.653456
893	1	477.686504
894	0	478.761452
895	1	478.794552
896	0	479.785448
897	1	479.818628
898	0	480.893672
899	1	480.926900
900	0	481.917392
901	1	481.950700
902	0	483.025844
903	1	483.059204
904	0	484.049368
905	1	484.082808
906	0	485.157976
907	1	485.191468
908	0	486.181336
909	1	486.214908
910	0	487.290044
911	1	487.323660
912	0	488.313236
913	1	488.346932
914	0	489.422076
915	1	489.455832
916	0	490.445112
917	1	490.478936
918	0	491.554132
919	1	491.588000
920	0	492.576952
921	1	492.610900
922	0	493.686140
923	1	493.720156
924	0	494.708760
925	1	494.742844
926	0	495.818108
927	1	495.852248
928	0	496.840556
929	1	496.874780
930	0	497.950028
931	1	497.984304
932	0	498.972312
933	1	499.006664
934	0	500.081932
935	1	500.116340
936	0	501.103980
937	1	501.138456
938	0	502.213884
939	1	502.248420
940	0	503.235708
941	1	503.270324
942	0	504.345780
943	1	504.380448
944	0	505.367352
945	1	505.402108
946	0	506.477572
947	1	506.512372
948	0	507.499008
949	1	507.533892
950	0	508.609396
951	1	508.644336
952	0	509.630596
953	1	509.665624
954	0	510.741192
955	1	510.776268
956	0	511.762228
957	1	511.797388
958	0	512.873012
959	1	512.908228
960	0	513.893896
961	1	513.929196
962	0	515.004844
963	1	515.040208
964	0	516.025396
965	1	516.060836
966	0	517.136500
967	1	517.171996
968	0	518.156936
969	1	518.192508
970	0	519.268196
971	1	519.303828
972	0	520.288452
973	1	520.324172
974	0	521.399864
975	1	521.435628
976	0	522.419952
977	1	522.455796
978	0	523.531508
979	1	523.567408
980	0	524.551384
981	1	524.587372
982	0	525.663120
983	1	525.699156
984	0	526.682760
985	1	526.718884
986	0	527.794708
987	1	527.830884
988	0	528.814140
989	1	528.850404
990	0	529.926192
991	1	529.962520
992	0	530.945508
993	1	530.981908
994	0	532.057688
995	1	532.094144
996	0	533.076800
997	1	533.113344
998	0	534.189164
999	1	534.225760
1000	0	535.208088
1001	1	535.244768
1002	0	536.320636
1003	1	536.357376
1004	0	537.339344
1005	1	537.376164
1006	0	538.452096
1007	1	538.488980
1008	0	539.470612
1009	1	539.507576
1010	0	540.583548
1011	1	540.620568
1012	0	541.601860
1013	1	541.638968
1014	0	542.714964
1015	1	542.752124
1016	0	543.733088
1017	1	543.770328
1018	0	544.846360
1019	1	544.883664
1020	0	545.864296
1021	1	545.901684
1022	0	546.977708
1023	1	547.015156
1024	0	547.995464
1025	1	548.032996
1026	0	549.109056
1027	1	549.146648
1028	0	550.126680
1029	1	550.164344
1030	0	551.240336
1031	1	551.278068
1032	0	552.257776
1033	1	552.295588
1034	0	553.371644
1035	1	553.409512
1036	0	554.388892
1037	1	554.426852
1038	0	555.502924
1039	1	555.540944
1040	0	556.519984
1041	1	556.558092
1042	0	557.634176
1043	1	557.672340
1044	0	558.651028
1045	1	558.689280
1046	0	559.765440
1047	1	559.803748
1048	0	560.782032
1049	1	560.820428
1050	0	561.896644
1051	1	561.935100
1052	0	562.913056
1053	1	562.951600
1054	0	564.027788
1055	1	564.066392
1056	0	565.044060
1057	1	565.082748
1058	0	566.158952
1059	1	566.197696
1060	0	567.175012
1061	1	567.213848
1062	0	568.290084
1063	1	568.328976
1064	0	569.305940
1065	1	569.344924
1066	0	570.421188
1067	1	570.460236
1068	0	571.436844
1069	1	571.475976
1070	0	572.552284
1071	1	572.591480
1072	0	573.567736
1073	1	573.607012
1074	0	574.683376
1075	1	574.722720
1076	0	575.698588
1077	1	575.738020
1078	0	576.814408
1079	1	576.853904
1080	0	577.829440
1081	1	577.869024
1082	0	578.945432
1083	1	578.985076
1084	0	579.960276
1085	1	580.000008
1086	0	581.076452
1087	1	581.116248
1088	0	582.091088
1089	1	582.130976
1090	0	583.207448
1091	1	583.247388
1092	0	584.221896
1093	1	584.261924
1094	0	585.338444
1095	1	585.378532
1096	0	586.352640
1097	1	586.392828
1098	0	587.469412
1099	1	587.509652
1100	0	588.483420
1101	1	588.523748
1102	0	589.600368
1103	1	589.640760
1104	0	590.614160
1105	1	590.654652
1106	0	591.731292
1107	1	591.771840
1108	0	592.744896
1109	1	592.785536
1110	0	593.862200
1111	1	593.902904
1112	0	594.875600
1113	1	594.916392
1114	0	595.993076
1115	1	596.033932
1116	0	597.006228
1117	1	597.047176
1118	0	598.123960
1119	1	598.164972
1120	0	599.136868
1121	1	599.177968
