#Creator: pendulumSimpleEventBuffer
#Creation time: Wed Mar  2 16:15:06 2016
#Id	Edge	Time
#[]	[b]	[s]
128	0	68.553620
129	1	68.617976
130	0	69.523632
131	1	69.588152
132	0	70.685536
133	1	70.750204
134	0	71.655068
135	1	71.719900
136	0	72.817396
137	1	72.882376
138	0	73.786492
139	1	73.851636
140	0	74.949268
141	1	75.014552
142	0	75.917884
143	1	75.983324
144	0	77.081092
145	1	77.146704
146	0	78.049252
147	1	78.115012
148	0	79.212900
149	1	79.278816
150	0	80.180600
151	1	80.246672
152	0	81.344716
153	1	81.410956
154	0	82.311940
155	1	82.378332
156	0	83.476504
157	1	83.543044
158	0	84.443244
159	1	84.509936
160	0	85.608260
161	1	85.675136
162	0	86.574516
163	1	86.641548
164	0	87.740036
165	1	87.807240
166	0	88.705716
167	1	88.773068
168	0	89.871804
169	1	89.939300
170	0	90.836996
171	1	90.904680
172	0	92.003504
173	1	92.071272
174	0	92.968408
175	1	93.036388
176	0	94.135072
177	1	94.203168
178	0	95.099668
179	1	95.167964
180	0	96.266744
181	1	96.335200
182	0	97.230840
183	1	97.299452
184	0	98.398408
185	1	98.467160
186	0	99.362024
187	1	99.430968
188	0	100.530060
189	1	100.599144
190	0	101.493160
191	1	101.562428
192	0	102.661684
193	1	102.731120
194	0	103.624236
195	1	103.693828
196	0	104.793300
197	1	104.863072
198	0	105.755340
199	1	105.825272
200	0	106.924880
201	1	106.994976
202	0	107.886440
203	1	107.956716
204	0	109.056400
205	1	109.126820
206	0	110.017512
207	1	110.088104
208	0	111.187940
209	1	111.258680
210	0	112.148588
211	1	112.219500
212	0	113.319440
213	1	113.390520
214	0	114.279584
215	1	114.350832
216	0	115.450972
217	1	115.522364
218	0	116.410600
219	1	116.482188
220	0	117.582472
221	1	117.654208
222	0	118.541624
223	1	118.613516
224	0	119.713948
225	1	119.786036
226	0	120.672620
227	1	120.744860
228	0	121.845376
229	1	121.917764
230	0	122.803528
231	1	122.876084
232	0	123.976840
233	1	124.049564
234	0	124.934400
235	1	125.007320
236	0	126.108272
237	1	126.181348
238	0	127.065340
239	1	127.138588
240	0	128.239668
241	1	128.313076
242	0	129.196240
243	1	129.269804
244	0	130.371036
245	1	130.444792
246	0	131.327112
247	1	131.401032
248	0	132.502372
249	1	132.576468
250	0	133.458000
251	1	133.532264
252	0	134.633732
253	1	134.708152
254	0	135.588784
255	1	135.663384
256	0	136.765168
257	1	136.839960
258	0	137.719668
259	1	137.794632
260	0	138.896624
261	1	138.971752
262	0	139.850712
263	1	139.926064
264	0	141.028216
265	1	141.103768
266	0	141.981504
267	1	142.057244
268	0	143.159508
269	1	143.235412
270	0	144.112292
271	1	144.188380
272	0	145.290836
273	1	145.367096
274	0	146.243064
275	1	146.319520
276	0	147.422084
277	1	147.498700
278	0	148.373884
279	1	148.450664
280	0	149.553356
281	1	149.630312
282	0	150.504628
283	1	150.581768
284	0	151.684612
285	1	151.761956
286	0	152.635344
287	1	152.712856
288	0	153.815864
289	1	153.893532
290	0	154.766060
291	1	154.843936
292	0	155.947092
293	1	156.025120
294	0	156.896804
295	1	156.975048
296	0	158.078348
297	1	158.156756
298	0	159.027496
299	1	159.106104
300	0	160.209600
301	1	160.288368
302	0	161.158164
303	1	161.237128
304	0	162.340808
305	1	162.419920
306	0	163.288848
307	1	163.368156
308	0	164.471996
309	1	164.551480
310	0	165.419488
311	1	165.499168
312	0	166.603168
313	1	166.683044
314	0	167.550072
315	1	167.630136
316	0	168.734320
317	1	168.814564
318	0	169.680704
319	1	169.761132
320	0	170.865492
321	1	170.946104
322	0	171.811376
323	1	171.892160
324	0	172.996660
325	1	173.077620
326	0	173.941980
327	1	174.023156
328	0	175.127892
329	1	175.209244
330	0	176.072496
331	1	176.154036
332	0	177.259020
333	1	177.340732
334	0	178.203104
335	1	178.285028
336	0	179.390144
337	1	179.472252
338	0	180.333664
339	1	180.415964
340	0	181.521284
341	1	181.603744
342	0	182.464260
343	1	182.546916
344	0	183.652432
345	1	183.735284
346	0	184.594808
347	1	184.677852
348	0	185.783528
349	1	185.866772
350	0	186.725332
351	1	186.808792
352	0	187.914612
353	1	187.998236
354	0	188.855920
355	1	188.939740
356	0	190.045536
357	1	190.129520
358	0	190.986536
359	1	191.070756
360	0	192.176620
361	1	192.261008
362	0	193.117088
363	1	193.201712
364	0	194.307612
365	1	194.392380
366	0	195.247608
367	1	195.332580
368	0	196.438648
369	1	196.523820
370	0	197.378076
371	1	197.463424
372	0	198.569680
373	1	198.655248
374	0	199.508580
375	1	199.594328
376	0	200.700636
377	1	200.786584
378	0	201.639040
379	1	201.725204
380	0	202.831764
381	1	202.918132
382	0	203.769416
383	1	203.855968
384	0	204.962788
385	1	205.049568
386	0	205.899808
387	1	205.986800
388	0	207.093764
389	1	207.180944
390	0	208.030220
391	1	208.117600
392	0	209.224796
393	1	209.312388
394	0	210.160704
395	1	210.248488
396	0	211.355852
397	1	211.443864
398	0	212.290828
399	1	212.379048
400	0	213.486944
401	1	213.575376
402	0	214.421268
403	1	214.509892
404	0	215.617884
405	1	215.706732
406	0	216.551604
407	1	216.640688
408	0	217.748860
409	1	217.838132
410	0	218.681988
411	1	218.771452
412	0	219.879808
413	1	219.969508
414	0	220.812312
415	1	220.902192
416	0	222.010780
417	1	222.100880
418	0	222.942596
419	1	223.032908
420	0	224.141820
421	1	224.232360
422	0	225.072920
423	1	225.163644
424	0	226.272720
425	1	226.363708
426	0	227.203200
427	1	227.294384
428	0	228.403656
429	1	228.495092
430	0	229.333500
431	1	229.425120
432	0	230.534592
433	1	230.626444
434	0	231.463780
435	1	231.555836
436	0	232.665508
437	1	232.757756
438	0	233.594056
439	1	233.686516
440	0	234.796420
441	1	234.889092
442	0	235.724280
443	1	235.817200
444	0	236.927300
445	1	237.020412
446	0	237.854500
447	1	237.947848
448	0	239.058132
449	1	239.151712
450	0	239.984752
451	1	240.078536
452	0	241.189008
453	1	241.283008
454	0	242.114960
455	1	242.209208
456	0	243.319788
457	1	243.414252
458	0	244.245276
459	1	244.340012
460	0	245.450424
461	1	245.545320
462	0	246.375556
463	1	246.470684
464	0	247.581096
465	1	247.676472
466	0	248.505776
467	1	248.601344
468	0	249.712060
469	1	249.807916
470	0	250.635752
471	1	250.731808
472	0	251.842808
473	1	251.939088
474	0	252.765860
475	1	252.862380
476	0	253.973588
477	1	254.070324
478	0	254.895968
479	1	254.992936
480	0	256.104320
481	1	256.201520
482	0	257.026020
483	1	257.123452
484	0	258.235116
485	1	258.332804
486	0	259.156140
487	1	259.254004
488	0	260.365716
489	1	260.463820
490	0	261.286340
491	1	261.384656
492	0	262.496388
493	1	262.594964
494	0	263.416444
495	1	263.515236
496	0	264.627100
497	1	264.726152
498	0	265.546468
499	1	265.645708
500	0	266.757744
501	1	266.857300
502	0	267.676420
503	1	267.776092
504	0	268.888700
505	1	268.988760
506	0	269.806224
507	1	269.906472
508	0	271.019420
509	1	271.119944
510	0	271.936136
511	1	272.036868
512	0	273.150064
513	1	273.251096
514	0	274.066084
515	1	274.167316
516	0	275.280664
517	1	275.382172
518	0	276.195900
519	1	276.297628
520	0	277.411212
521	1	277.513220
522	0	278.325824
523	1	278.428000
524	0	279.541780
525	1	279.644256
526	0	280.455592
527	1	280.558280
528	0	281.672364
529	1	281.775332
530	0	282.585472
531	1	282.688628
532	0	283.802916
533	1	283.906352
534	0	284.715356
535	1	284.818984
536	0	285.933420
537	1	286.037384
538	0	286.845168
539	1	286.949304
540	0	288.063952
541	1	288.168392
542	0	288.974960
543	1	289.079592
544	0	290.194500
545	1	290.299424
546	0	291.104600
547	1	291.209744
548	0	292.325164
549	1	292.430604
550	0	293.234316
551	1	293.339932
552	0	294.455632
553	1	294.561568
554	0	295.364020
555	1	295.470144
556	0	296.586044
557	1	296.692460
558	0	297.493808
559	1	297.600404
560	0	298.716560
561	1	298.823476
562	0	299.623444
563	1	299.730568
564	0	300.847004
565	1	300.954460
566	0	301.753164
567	1	301.860784
568	0	302.977420
569	1	303.085352
570	0	303.882828
571	1	303.990976
572	0	305.107876
573	1	305.216376
574	0	306.012508
575	1	306.121164
576	0	307.238284
577	1	307.347284
578	0	308.142168
579	1	308.251316
580	0	309.368648
581	1	309.478160
582	0	310.271768
583	1	310.381472
584	0	311.499068
585	1	311.609116
586	0	312.401380
587	1	312.511592
588	0	313.629476
589	1	313.740064
590	0	314.531000
591	1	314.641752
592	0	315.759832
593	1	315.870904
594	0	316.660624
595	1	316.771880
596	0	317.890212
597	1	318.001844
598	0	318.790292
599	1	318.902040
600	0	320.020612
601	1	320.132740
602	0	320.919852
603	1	321.032204
604	0	322.150980
605	1	322.263664
606	0	323.049460
607	1	323.162344
608	0	324.281344
609	1	324.394544
610	0	325.179000
611	1	325.292408
612	0	326.411676
613	1	326.525452
614	0	327.308612
615	1	327.422568
616	0	328.542152
617	1	328.656416
618	0	329.438396
619	1	329.552852
620	0	330.672604
621	1	330.787448
622	0	331.567904
623	1	331.682936
624	0	332.803000
625	1	332.918408
626	0	333.697480
627	1	333.813076
628	0	334.933336
629	1	335.049284
630	0	335.827036
631	1	335.943172
632	0	337.063696
633	1	337.180248
634	0	337.956548
635	1	338.073264
636	0	339.194052
637	1	339.311184
638	0	340.086000
639	1	340.203316
640	0	341.324400
641	1	341.442088
642	0	342.215532
643	1	342.333416
644	0	343.454800
645	1	343.573104
646	0	344.345040
647	1	344.463492
648	0	345.585004
649	1	345.703868
650	0	346.474528
651	1	346.593556
652	0	347.715292
653	1	347.834720
654	0	348.604092
655	1	348.723692
656	0	349.845648
657	1	349.965676
658	0	350.733536
659	1	350.853736
660	0	351.975932
661	1	352.096584
662	0	352.862960
663	1	352.983776
664	0	354.106280
665	1	354.227508
666	0	354.992384
667	1	355.113808
668	0	356.236544
669	1	356.358360
670	0	357.121768
671	1	357.243796
672	0	358.366788
673	1	358.489252
674	0	359.251204
675	1	359.373836
676	0	360.497008
677	1	360.620024
678	0	361.380572
679	1	361.503776
680	0	362.627296
681	1	362.751012
682	0	363.510036
683	1	363.633968
684	0	364.757416
685	1	364.882092
686	0	365.639280
687	1	365.763628
688	0	366.888160
689	1	367.012956
690	0	367.768624
691	1	367.893788
692	0	369.018136
693	1	369.143720
694	0	369.897924
695	1	370.023684
696	0	371.148368
697	1	371.274624
698	0	372.027276
699	1	372.153660
700	0	373.278740
701	1	373.405552
702	0	374.156708
703	1	374.283844
704	0	375.408940
705	1	375.536448
706	0	376.285956
707	1	376.413704
708	0	377.539112
709	1	377.667300
710	0	378.415448
711	1	378.543792
712	0	379.669396
713	1	379.798228
714	0	380.544668
715	1	380.673652
716	0	381.799628
717	1	381.929160
718	0	382.673884
719	1	382.803580
720	0	383.929872
721	1	384.060072
722	0	384.803164
723	1	384.933528
724	0	386.060080
725	1	386.190948
726	0	386.932320
727	1	387.063352
728	0	388.190296
729	1	388.321840
730	0	389.061560
731	1	389.193280
732	0	390.320532
733	1	390.452768
734	0	391.190808
735	1	391.323216
736	0	392.450692
737	1	392.583628
738	0	393.320016
739	1	393.453124
740	0	394.580872
741	1	394.714524
742	0	395.449180
743	1	395.583028
744	0	396.711032
745	1	396.845416
746	0	397.578372
747	1	397.712960
748	0	398.841188
749	1	398.976288
750	0	399.707588
751	1	399.842804
752	0	400.971360
753	1	401.107160
754	0	401.836580
755	1	401.972568
756	0	403.101524
757	1	403.238052
758	0	403.965772
759	1	404.102480
760	0	405.231680
761	1	405.368956
762	0	406.094852
763	1	406.232328
764	0	407.361932
765	1	407.499960
766	0	408.224012
767	1	408.362208
768	0	409.492016
769	1	409.630828
770	0	410.353148
771	1	410.492132
772	0	411.622144
773	1	411.761744
774	0	412.482236
775	1	412.621960
776	0	413.752432
777	1	413.892788
778	0	414.611180
779	1	414.751668
780	0	415.882644
781	1	416.023860
782	0	416.739972
783	1	416.881320
784	0	418.012904
785	1	418.154884
786	0	418.868932
787	1	419.011008
788	0	420.142936
789	1	420.285628
790	0	420.998068
791	1	421.140956
792	0	422.272992
793	1	422.416532
794	0	423.127012
795	1	423.270720
796	0	424.403132
797	1	424.547504
798	0	425.255992
799	1	425.400516
800	0	426.533232
801	1	426.678424
802	0	427.384868
803	1	427.530220
804	0	428.663356
805	1	428.809416
806	0	429.513712
807	1	429.659992
808	0	430.793488
809	1	430.940364
810	0	431.642592
811	1	431.789668
812	0	432.923456
813	1	433.071204
814	0	433.771492
815	1	433.919404
816	0	435.053496
817	1	435.202136
818	0	435.900268
819	1	436.049048
820	0	437.183612
821	1	437.333072
822	0	438.029176
823	1	438.178848
824	0	439.313596
825	1	439.463944
826	0	440.158116
827	1	440.308560
828	0	441.443748
829	1	441.594972
830	0	442.286856
831	1	442.438204
832	0	443.573760
833	1	443.725876
834	0	444.415684
835	1	444.567932
836	0	445.703792
837	1	445.856752
838	0	446.544484
839	1	446.697652
840	0	447.833856
841	1	447.987728
842	0	448.673252
843	1	448.827324
844	0	449.963868
845	1	450.118676
846	0	450.802076
847	1	450.957044
848	0	452.093880
849	1	452.249616
850	0	452.930788
851	1	453.086704
852	0	454.223876
853	1	454.380588
854	0	455.059480
855	1	455.216288
856	0	456.353884
857	1	456.511536
858	0	457.188152
859	1	457.345848
860	0	458.483912
861	1	458.642452
862	0	459.316824
863	1	459.475512
864	0	460.613948
865	1	460.773516
866	0	461.445432
867	1	461.605132
868	0	462.743932
869	1	462.904456
870	0	463.574076
871	1	463.734736
872	0	464.873916
873	1	465.035396
874	0	465.702676
875	1	465.864360
876	0	467.003940
877	1	467.166452
878	0	467.831280
879	1	467.993912
880	0	469.133916
881	1	469.297488
882	0	469.959780
883	1	470.123404
884	0	471.263820
885	1	471.428392
886	0	472.088328
887	1	472.252936
888	0	473.393856
889	1	473.559404
890	0	474.216844
891	1	474.382520
892	0	475.523800
893	1	475.690440
894	0	476.345376
895	1	476.512072
896	0	477.653872
897	1	477.821496
898	0	478.473692
899	1	478.641432
900	0	479.783836
901	1	479.952556
902	0	480.602120
903	1	480.770972
904	0	481.913816
905	1	482.083592
906	0	482.730548
907	1	482.900420
908	0	484.043540
909	1	484.214420
910	0	484.859072
911	1	485.029988
912	0	486.173468
913	1	486.345352
914	0	486.987420
915	1	487.159464
916	0	488.303224
917	1	488.476276
918	0	489.115824
919	1	489.288928
920	0	490.433068
921	1	490.607244
922	0	491.244244
923	1	491.418416
924	0	492.562940
925	1	492.738244
926	0	493.372504
927	1	493.547856
928	0	494.692604
929	1	494.869020
930	0	495.500576
931	1	495.677156
932	0	496.822440
933	1	497.000136
934	0	497.628720
935	1	497.806460
936	0	498.952336
937	1	499.131160
938	0	499.756864
939	1	499.935728
940	0	501.082088
941	1	501.262096
942	0	501.885108
943	1	502.065168
944	0	503.211852
945	1	503.393064
946	0	504.013032
947	1	504.194308
948	0	505.341808
949	1	505.524288
950	0	506.141084
951	1	506.323612
952	0	507.471588
953	1	507.655244
954	0	508.269236
955	1	508.452916
956	0	509.601316
957	1	509.786212
958	0	510.397100
959	1	510.582072
960	0	511.730980
961	1	511.917188
962	0	512.525068
963	1	512.711264
964	0	513.860668
965	1	514.048048
966	0	514.653068
967	1	514.840476
968	0	515.990312
969	1	516.178956
970	0	516.780996
971	1	516.969600
972	0	518.119876
973	1	518.309720
974	0	518.908828
975	1	519.098700
976	0	520.249120
977	1	520.440040
978	0	521.036912
979	1	521.227868
980	0	522.378616
981	1	522.570876
982	0	523.164820
983	1	523.357036
984	0	524.508096
985	1	524.701600
986	0	525.292768
987	1	525.486172
988	0	526.637556
989	1	526.832340
990	0	527.420228
991	1	527.615012
992	0	528.766836
993	1	528.962924
994	0	529.547948
995	1	529.743940
996	0	530.896388
997	1	531.093780
998	0	531.675748
999	1	531.873080
1000	0	533.025784
1001	1	533.224576
1002	0	533.803220
1003	1	534.001864
1004	0	535.155284
1005	1	535.355544
1006	0	535.930632
1007	1	536.130800
1008	0	537.284908
1009	1	537.486532
1010	0	538.058412
1011	1	538.259832
1012	0	539.414292
1013	1	539.617388
1014	0	540.185836
1015	1	540.388724
1016	0	541.543816
1017	1	541.748288
1018	0	542.313348
1019	1	542.517644
1020	0	543.673192
1021	1	543.879012
1022	0	544.440764
1023	1	544.646448
1024	0	545.802516
1025	1	546.009852
1026	0	546.568144
1027	1	546.775328
1028	0	547.931996
1029	1	548.140468
1030	0	548.695496
1031	1	548.904004
1032	0	550.061396
1033	1	550.271464
1034	0	550.823128
1035	1	551.033064
1036	0	552.190556
1037	1	552.402044
1038	0	552.950748
1039	1	553.161900
1040	0	554.319828
1041	1	554.532696
1042	0	555.078064
1043	1	555.290800
1044	0	556.449064
1045	1	556.663532
1046	0	557.205436
1047	1	557.419616
1048	0	558.578304
1049	1	558.794208
1050	0	559.332768
1051	1	559.548392
