#Creator: pendulumSimpleEventBuffer
#Creation time: Wed Mar  2 16:15:06 2016
#Id	Edge	Time
#[]	[b]	[s]
552	0	295.863460
553	1	295.891432
554	0	296.893196
555	1	296.921236
556	0	298.000784
557	1	298.028864
558	0	299.030316
559	1	299.058484
560	0	300.138052
561	1	300.166260
562	0	301.167400
563	1	301.195684
564	0	302.275332
565	1	302.303656
566	0	303.304452
567	1	303.332868
568	0	304.412500
569	1	304.440948
570	0	305.441404
571	1	305.469944
572	0	306.549632
573	1	306.578208
574	0	307.578368
575	1	307.607020
576	0	308.686708
577	1	308.715412
578	0	309.715244
579	1	309.744024
580	0	310.823748
581	1	310.852592
582	0	311.852100
583	1	311.881008
584	0	312.960732
585	1	312.989684
586	0	313.988924
587	1	314.017968
588	0	315.097692
589	1	315.126764
590	0	316.125652
591	1	316.154812
592	0	317.234616
593	1	317.263816
594	0	318.262356
595	1	318.291648
596	0	319.371468
597	1	319.400808
598	0	320.399000
599	1	320.428416
600	0	321.508272
601	1	321.537732
602	0	322.535592
603	1	322.565148
604	0	323.645048
605	1	323.674632
606	0	324.672148
607	1	324.701820
608	0	325.781760
609	1	325.811484
610	0	326.808652
611	1	326.838456
612	0	327.918436
613	1	327.948280
614	0	328.945156
615	1	328.975092
616	0	330.055032
617	1	330.085000
618	0	331.081588
619	1	331.111648
620	0	332.191628
621	1	332.221744
622	0	333.218000
623	1	333.248196
624	0	334.328184
625	1	334.358420
626	0	335.354328
627	1	335.384656
628	0	336.464604
629	1	336.494968
630	0	337.490560
631	1	337.521020
632	0	338.600988
633	1	338.631492
634	0	339.626728
635	1	339.657312
636	0	340.737344
637	1	340.767972
638	0	341.762848
639	1	341.793568
640	0	342.873620
641	1	342.904384
642	0	343.898928
643	1	343.929788
644	0	345.009864
645	1	345.040756
646	0	346.034976
647	1	346.065968
648	0	347.146088
649	1	347.177116
650	0	348.170988
651	1	348.202116
652	0	349.282268
653	1	349.313444
654	0	350.306980
655	1	350.338244
656	0	351.418420
657	1	351.449720
658	0	352.442928
659	1	352.474324
660	0	353.554508
661	1	353.585940
662	0	354.578820
663	1	354.610352
664	0	355.690556
665	1	355.722144
666	0	356.714668
667	1	356.746328
668	0	357.826600
669	1	357.858308
670	0	358.850488
671	1	358.882304
672	0	359.962600
673	1	359.994440
674	0	360.986292
675	1	361.018232
676	0	362.098560
677	1	362.130548
678	0	363.122016
679	1	363.154096
680	0	364.234476
681	1	364.266604
682	0	365.257712
683	1	365.289936
684	0	366.370360
685	1	366.402628
686	0	367.393368
687	1	367.425724
688	0	368.506204
689	1	368.538612
690	0	369.529016
691	1	369.561532
692	0	370.642044
693	1	370.674592
694	0	371.664612
695	1	371.697260
696	0	372.777812
697	1	372.810516
698	0	373.800148
699	1	373.832948
700	0	374.913568
701	1	374.946412
702	0	375.935668
703	1	375.968604
704	0	377.049276
705	1	377.082272
706	0	378.071140
707	1	378.104232
708	0	379.184924
709	1	379.218056
710	0	380.206548
711	1	380.239772
712	0	381.320524
713	1	381.353800
714	0	382.341908
715	1	382.375292
716	0	383.456080
717	1	383.489500
718	0	384.477248
719	1	384.510772
720	0	385.591592
721	1	385.625180
722	0	386.612528
723	1	386.646204
724	0	387.727076
725	1	387.760808
726	0	388.747788
727	1	388.781612
728	0	389.862520
729	1	389.896396
730	0	390.883008
731	1	390.916984
732	0	391.997936
733	1	392.031968
734	0	393.018204
735	1	393.052332
736	0	394.133332
737	1	394.167508
738	0	395.153376
739	1	395.187652
740	0	396.268688
741	1	396.303012
742	0	397.288504
743	1	397.322932
744	0	398.404008
745	1	398.438500
746	0	399.423644
747	1	399.458228
748	0	400.539292
749	1	400.573932
750	0	401.558668
751	1	401.593416
752	0	402.674580
753	1	402.709368
754	0	403.693764
755	1	403.728636
756	0	404.809756
757	1	404.844696
758	0	405.828728
759	1	405.863776
760	0	406.944952
761	1	406.980056
762	0	407.963692
763	1	407.998908
764	0	409.080116
765	1	409.115384
766	0	410.098612
767	1	410.133976
768	0	411.215264
769	1	411.250672
770	0	412.233504
771	1	412.269024
772	0	413.350404
773	1	413.385968
774	0	414.368304
775	1	414.403992
776	0	415.485456
777	1	415.521196
778	0	416.503152
779	1	416.538996
780	0	417.620460
781	1	417.656356
782	0	418.637908
783	1	418.673916
784	0	419.755440
785	1	419.791492
786	0	420.772628
787	1	420.808800
788	0	421.890392
789	1	421.926616
790	0	422.907332
791	1	422.943660
792	0	424.025308
793	1	424.061704
794	0	425.042024
795	1	425.078532
796	0	426.160200
797	1	426.196756
798	0	427.176664
799	1	427.213336
