#Creator: pendulumdriveEventBuffer
#Creation time: Wed Apr 20 15:41:28 2016
#Time	Pos
#[s]	[au]
29.487	520
29.537	519
29.588	519
29.638	518
29.688	518
29.738	518
29.788	518
29.840	519
29.890	519
29.940	520
29.990	520
30.040	519
30.090	519
30.141	517
30.191	516
30.241	515
30.291	515
30.341	514
30.391	514
30.442	515
30.492	516
30.542	517
30.592	519
30.642	520
30.693	521
30.744	521
30.794	521
30.844	521
30.894	521
30.944	519
30.995	518
31.045	517
31.095	517
31.145	517
31.195	517
31.245	518
31.296	518
31.346	519
31.396	519
31.446	519
31.496	518
31.547	518
31.597	516
31.648	516
31.698	515
31.748	515
31.798	515
31.849	515
31.899	517
31.949	518
31.999	520
32.049	521
32.099	521
32.150	523
32.200	523
32.250	521
32.300	520
32.350	519
32.401	517
32.451	517
32.502	517
32.552	517
32.602	517
32.652	517
32.703	518
32.753	518
32.803	519
32.853	517
32.903	518
32.953	517
33.004	516
33.054	516
33.104	515
33.154	515
33.204	516
33.255	517
33.305	517
33.355	519
33.406	521
33.456	521
33.506	522
33.557	521
33.607	521
33.657	522
33.707	520
33.757	519
33.808	519
33.858	516
33.908	516
33.958	516
34.008	517
34.058	517
34.109	518
34.159	518
34.209	519
34.259	519
34.310	518
34.360	518
34.411	518
34.461	516
34.511	516
34.561	515
34.611	516
34.662	517
34.712	519
34.762	519
34.812	520
34.862	521
34.912	521
34.963	521
35.013	521
35.063	519
35.113	519
35.163	517
35.214	516
35.265	515
35.315	515
35.365	516
35.415	516
35.465	517
35.516	517
35.566	518
35.616	519
35.666	518
35.716	519
35.766	518
35.817	518
35.867	518
35.917	517
35.967	517
36.017	517
36.067	519
36.119	518
36.169	519
36.219	521
36.269	521
36.319	522
36.370	520
36.420	520
36.470	519
36.520	516
36.570	516
36.620	515
36.671	515
36.721	514
36.771	514
36.821	515
36.871	517
36.921	517
36.972	518
37.023	520
37.073	520
37.123	520
37.173	520
37.224	518
37.274	518
37.324	518
37.374	517
37.424	517
37.474	517
37.525	518
37.575	518
37.625	519
37.675	520
37.725	520
37.776	520
37.826	520
37.876	518
37.927	517
37.977	516
38.027	515
38.078	515
38.128	514
38.178	515
38.228	515
38.278	517
38.328	519
38.379	519
38.429	520
38.479	521
38.529	519
38.579	520
38.630	520
38.680	518
38.730	518
38.780	517
38.831	517
38.881	517
38.932	517
38.982	518
39.032	518
39.082	519
39.132	520
39.182	520
39.233	519
39.283	518
39.333	518
39.383	516
39.433	516
39.484	516
39.534	515
39.584	514
39.634	515
39.684	516
39.735	518
39.786	520
39.836	520
39.886	520
39.936	520
39.986	520
40.037	520
40.087	519
40.137	518
40.187	517
40.237	516
40.287	516
40.338	517
40.388	518
40.438	518
40.488	520
40.538	519
