#Creator: pendulumdriveEventBuffer
#Creation time: Wed Apr 20 15:41:28 2016
#Time	Pos
#[s]	[au]
39.534	652
39.584	606
39.634	556
39.684	503
39.734	448
39.784	400
39.835	363
39.885	323
39.935	305
39.985	293
40.035	294
40.086	318
40.136	336
40.186	376
40.236	427
40.286	474
40.336	529
40.387	581
40.438	633
40.488	670
40.538	715
40.588	738
40.639	744
40.689	755
40.739	738
40.789	719
40.839	689
40.889	640
40.940	598
40.990	544
41.040	490
41.090	436
41.140	392
41.190	349
41.241	316
41.291	305
41.342	287
41.392	295
41.442	322
41.493	344
41.543	389
41.593	434
41.643	486
41.693	540
41.743	595
41.794	643
41.844	681
41.894	720
41.944	732
41.994	755
42.044	755
42.095	732
42.145	716
42.195	680
42.246	632
42.296	586
42.347	533
42.397	477
42.447	425
42.497	384
42.547	338
42.597	310
42.648	297
42.698	287
42.748	319
42.798	320
42.848	352
42.898	400
42.949	444
42.999	498
43.049	553
43.099	607
43.150	640
43.201	697
43.251	728
43.301	738
43.351	759
43.401	752
43.451	731
43.502	709
43.552	656
43.602	627
43.652	574
43.702	517
43.752	465
43.803	414
43.853	370
43.903	329
43.953	313
44.003	284
44.055	287
44.105	309
44.155	323
44.205	360
44.255	408
44.305	456
44.356	511
44.406	567
44.456	619
44.506	659
44.556	705
44.607	732
44.657	747
44.707	760
44.757	739
44.807	735
44.857	702
44.908	655
44.959	615
45.009	561
45.059	506
45.109	452
45.159	407
45.210	352
45.260	322
45.310	306
45.360	285
45.410	292
45.461	308
45.511	331
45.561	377
45.611	411
45.661	467
45.711	525
45.762	579
45.812	628
45.863	673
45.913	713
45.963	729
46.013	762
46.064	759
46.114	738
46.164	727
46.214	692
46.264	650
46.315	603
46.365	548
46.415	493
46.465	440
46.515	396
46.565	348
46.616	318
46.666	297
46.717	284
46.767	301
46.817	304
46.867	339
46.918	385
46.968	427
47.018	482
47.068	536
47.118	592
47.169	635
47.219	687
47.269	721
47.319	736
47.369	759
47.419	752
47.470	742
47.520	721
47.570	676
47.621	643
47.671	590
47.722	536
47.772	481
47.822	429
47.872	381
47.922	339
47.972	318
48.023	288
48.073	285
48.123	300
48.173	314
48.223	351
48.273	390
48.324	439
48.374	494
48.424	550
48.474	604
48.525	648
48.576	696
48.626	722
48.676	748
48.726	762
48.776	748
48.826	742
48.877	713
48.927	670
48.977	630
49.027	576
49.077	523
49.127	467
49.178	420
49.228	367
49.278	330
49.328	309
49.378	284
49.430	295
49.480	296
49.530	319
49.580	363
49.630	401
49.680	452
49.731	508
49.781	564
49.831	604
49.881	666
49.931	706
49.981	727
50.032	757
50.082	761
50.132	748
50.182	738
50.232	684
50.283	667
50.334	619
50.384	562
50.434	510
50.484	453
50.534	405
50.585	355
50.635	335
50.685	292
50.735	280
50.785	293
50.835	298
50.886	327
50.936	368
50.986	412
51.036	470
51.086	522
51.137	578
51.187	625
51.238	678
51.288	715
51.338	737
51.388	761
51.439	752
51.489	758
51.539	732
51.589	692
51.639	657
51.690	606
51.740	551
51.790	495
51.840	443
51.890	386
51.940	344
51.991	320
52.041	288
52.091	282
52.142	292
52.192	303
52.242	343
52.293	371
52.343	424
52.393	480
52.443	535
52.493	590
52.544	639
52.594	688
52.644	714
52.694	755
52.744	763
52.794	753
52.845	751
