#Creator: pendulumdriveEventBuffer
#Creation time: Wed Apr 20 15:41:28 2016
#Time	Pos
#[s]	[au]
31.797	557
31.847	556
31.898	555
31.948	554
31.998	548
32.048	546
32.098	540
32.150	534
32.200	528
32.250	522
32.300	516
32.350	510
32.400	506
32.451	502
32.501	500
32.551	500
32.601	500
32.651	502
32.701	506
32.752	510
32.802	516
32.852	522
32.902	529
32.952	535
33.003	542
33.054	549
33.104	553
33.154	558
33.204	558
33.254	564
33.305	563
33.355	559
33.405	558
33.455	553
33.505	547
33.556	541
33.606	533
33.656	527
33.706	518
33.756	512
33.806	505
33.857	500
33.907	497
33.958	494
34.008	494
34.058	495
34.108	498
34.159	503
34.209	509
34.259	515
34.309	523
34.359	531
34.410	538
34.460	548
34.510	554
34.560	558
34.610	564
34.660	565
34.711	567
34.761	566
34.811	561
34.862	560
34.912	554
34.962	545
35.013	538
35.063	530
35.113	522
35.163	514
35.213	507
35.264	501
35.314	495
35.364	493
35.414	491
35.464	492
35.514	494
35.565	498
35.615	504
35.665	511
35.715	518
35.766	527
35.817	535
35.867	543
35.917	551
35.967	558
36.017	561
36.067	567
36.118	568
36.168	567
36.218	567
36.268	561
36.318	557
36.368	551
36.419	542
36.469	534
36.519	526
36.569	517
36.619	509
36.671	503
36.721	496
36.771	493
36.821	492
36.871	489
36.921	492
36.972	496
37.022	500
37.072	507
37.122	515
37.172	523
37.222	532
37.273	539
37.323	548
37.373	554
37.423	561
37.473	560
37.524	568
37.575	569
37.625	565
37.675	565
37.725	560
37.775	553
37.826	546
37.876	535
37.926	530
37.976	521
38.026	513
38.076	505
38.127	500
38.177	496
38.227	493
38.277	494
38.327	491
38.378	494
38.428	499
38.479	505
38.529	511
38.579	520
38.629	528
38.680	534
38.730	545
38.780	551
38.830	555
38.880	562
38.930	565
38.981	565
39.031	567
39.081	560
39.131	561
39.181	556
39.232	548
39.282	542
39.333	534
39.383	525
39.433	518
39.483	511
39.534	504
39.584	499
39.634	496
39.684	493
39.734	493
39.785	496
39.835	498
39.885	504
39.935	506
39.985	516
40.035	523
40.086	531
40.136	538
40.186	545
40.237	552
40.287	555
40.337	563
40.388	564
40.438	563
40.488	564
40.538	560
40.588	556
40.639	552
40.689	544
40.739	539
40.789	532
40.839	523
40.889	516
40.940	509
40.990	505
41.040	500
41.090	498
41.141	495
41.191	496
41.242	498
41.292	502
41.342	506
41.392	512
41.442	519
41.493	525
41.543	533
41.593	540
41.643	545
41.693	552
41.743	556
41.794	559
41.844	562
41.894	561
41.944	562
41.994	559
42.045	553
42.096	549
42.146	543
42.196	536
42.246	530
42.296	522
42.347	516
42.397	510
42.447	506
42.497	501
42.547	499
42.597	498
42.648	498
42.698	501
42.748	503
42.798	508
42.848	513
42.898	520
42.950	526
43.000	533
43.050	540
43.100	544
43.150	552
43.201	556
43.251	557
43.301	560
43.351	560
43.401	560
43.451	557
43.502	552
43.552	549
43.602	543
43.652	536
43.702	530
43.753	523
43.803	517
43.854	511
43.904	507
43.954	502
44.004	500
44.055	499
44.105	500
44.155	505
44.205	504
44.255	508
44.305	515
44.356	520
44.406	526
44.456	532
44.506	538
44.556	542
44.607	550
44.657	555
44.707	556
44.758	559
44.808	559
44.858	557
44.909	557
44.959	548
45.009	549
45.059	543
45.109	536
45.159	530
45.210	524
45.260	518
45.310	512
45.360	508
45.410	503
45.461	501
45.511	501
45.561	500
45.611	502
45.662	504
45.712	509
45.763	513
45.813	519
45.863	525
45.913	531
45.963	538
46.013	544
46.064	548
46.114	553
46.164	555
46.214	559
46.264	560
46.315	557
46.365	557
46.415	553
46.465	549
46.515	543
46.566	537
46.617	529
46.667	524
46.717	518
46.767	512
46.817	507
46.868	503
46.918	500
46.968	499
47.018	498
47.068	500
47.118	504
47.169	507
47.219	512
47.269	518
47.319	525
47.369	531
47.419	539
47.471	545
47.521	549
47.571	556
47.621	559
47.671	560
47.722	562
47.772	559
47.822	559
47.872	555
47.922	548
47.972	545
48.023	537
48.073	531
48.123	523
48.173	516
48.223	509
48.273	504
48.324	500
48.375	496
48.425	495
48.475	495
48.525	497
48.576	501
48.626	505
48.676	511
48.726	518
48.776	527
48.826	534
48.877	541
48.927	549
48.977	553
49.027	561
49.077	564
49.127	565
49.178	567
49.228	564
49.279	562
49.329	557
49.379	549
49.430	543
49.480	535
49.530	526
49.580	517
49.630	509
49.680	502
49.731	496
49.781	493
49.831	490
49.881	489
49.931	491
49.981	494
50.032	500
50.082	506
50.133	514
50.183	523
50.233	532
50.284	542
50.334	549
50.384	559
50.434	563
50.484	569
50.534	572
50.585	570
50.635	572
50.685	568
50.735	561
50.785	556
50.836	547
50.886	537
50.936	527
50.986	517
51.037	506
51.087	498
51.138	492
51.188	486
51.238	488
51.288	482
51.338	483
51.388	489
51.439	494
51.489	502
51.539	511
51.589	522
51.639	530
51.690	544
51.740	554
51.790	561
51.840	571
51.890	576
51.941	578
51.992	580
52.042	571
52.092	574
52.142	566
52.192	555
