#Creator: pendulumdriveEventBuffer
#Creation time: Wed Apr 20 15:41:28 2016
#Time	Pos
#[s]	[au]
0.050	521
0.100	525
0.150	527
0.201	532
0.251	535
0.301	540
0.351	541
0.401	542
0.452	545
0.502	544
0.553	543
0.603	541
0.653	537
0.703	533
0.754	527
0.804	521
0.854	516
0.904	511
0.954	507
1.005	502
1.055	501
1.105	499
1.155	499
1.205	503
1.255	505
1.306	511
1.356	517
1.406	524
1.457	530
1.507	539
1.557	544
1.608	550
1.658	556
1.708	557
1.758	558
1.808	558
1.859	553
1.909	549
1.959	542
2.009	534
2.059	525
2.109	517
2.160	508
2.210	500
2.260	494
2.310	488
2.361	485
2.411	486
2.462	486
2.512	492
2.562	498
2.612	507
2.662	516
2.713	528
2.763	538
2.813	547
2.863	557
2.913	559
2.963	570
3.014	573
3.064	569
3.114	569
3.164	562
3.214	553
3.266	545
3.316	531
3.366	520
3.416	507
3.466	498
3.516	487
3.567	479
3.617	475
3.667	471
3.717	477
3.767	477
3.817	485
3.868	496
3.918	507
3.968	520
4.018	534
4.068	548
4.118	556
4.170	570
4.220	578
4.270	581
4.320	585
4.370	582
4.421	574
4.471	568
4.521	556
4.571	543
4.621	528
4.671	513
4.722	497
4.772	484
4.822	476
4.872	466
4.922	464
4.973	461
5.023	465
5.074	474
5.124	482
5.174	495
5.224	510
5.275	526
5.325	542
5.375	558
5.425	571
5.475	577
5.525	589
5.576	591
5.626	590
5.676	588
5.726	576
5.776	569
5.827	554
5.877	537
5.927	521
5.978	504
6.028	489
6.078	475
6.129	467
6.179	456
6.229	455
6.279	460
6.329	462
6.379	472
6.430	485
6.480	500
6.530	516
6.580	534
6.630	551
6.681	564
6.731	579
6.781	589
6.831	593
6.882	597
6.932	591
6.983	589
7.033	577
7.083	561
7.133	547
7.183	529
7.234	512
7.284	494
7.334	481
7.384	467
7.434	459
7.484	455
7.535	453
7.585	459
7.635	466
7.685	476
7.735	493
7.786	509
7.837	525
7.887	542
7.937	561
7.987	572
8.037	584
8.088	593
8.138	593
8.188	595
8.238	590
8.288	579
8.338	569
8.389	553
8.439	537
8.489	520
8.539	503
8.589	487
8.639	475
8.691	466
8.741	458
8.791	458
8.841	458
8.891	464
8.942	476
8.992	486
9.042	502
9.092	518
9.142	536
9.192	552
9.243	565
9.293	577
9.343	582
9.393	590
9.443	591
9.493	586
9.544	581
9.595	563
9.645	558
9.695	543
9.745	528
9.796	513
9.846	499
9.896	487
9.946	476
9.996	473
10.046	465
10.097	465
10.147	470
10.197	475
10.247	485
10.297	498
10.347	511
10.398	524
10.448	539
10.499	552
10.549	560
10.599	571
10.650	576
10.700	576
10.750	577
10.800	568
10.850	567
10.900	559
10.951	547
11.001	537
11.051	524
11.101	513
11.151	502
11.202	495
11.252	486
11.302	482
11.352	481
11.403	480
11.453	484
11.504	489
11.554	496
11.604	506
11.654	514
11.704	525
11.754	533
11.805	543
11.855	550
11.905	554
11.955	560
12.005	560
12.056	562
12.106	560
12.156	554
12.206	551
12.257	544
12.307	537
12.358	530
12.408	523
12.458	516
12.508	509
12.558	504
12.608	500
12.659	498
12.709	497
12.759	496
12.809	498
12.859	500
12.910	504
12.960	509
13.010	515
13.060	520
13.110	526
13.161	532
13.212	535
13.262	542
13.312	544
13.362	546
13.412	550
13.462	550
13.513	549
13.563	549
13.613	545
13.663	542
13.713	539
13.764	533
13.814	529
13.864	523
13.914	517
13.964	512
14.014	507
14.066	503
14.116	500
14.166	499
14.216	498
14.266	498
14.317	500
14.367	504
14.417	508
14.467	513
14.517	520
14.567	526
14.618	534
14.668	540
14.718	546
14.768	552
14.818	554
14.868	559
14.919	559
14.970	557
15.020	556
15.070	549
15.120	545
15.171	538
15.221	529
15.271	521
15.321	512
15.371	504
15.421	496
15.472	491
15.522	486
15.572	483
15.622	485
15.672	486
15.722	491
15.773	498
15.823	506
15.874	516
15.924	527
15.974	538
16.025	547
16.075	558
16.125	564
16.175	569
16.225	574
16.275	573
16.326	571
16.376	567
16.426	557
16.476	549
16.526	538
16.576	525
16.627	512
16.677	501
16.727	488
16.778	479
16.828	474
16.879	468
16.929	468
16.979	471
17.029	476
17.079	489
17.129	497
17.180	510
17.230	525
17.280	540
17.330	554
17.380	566
17.430	578
17.481	578
17.531	589
17.581	590
17.631	584
17.682	580
17.733	569
17.783	556
17.833	541
17.883	524
17.933	508
17.983	493
18.034	480
18.084	467
18.134	459
18.184	457
18.234	453
18.285	461
18.335	465
18.385	477
18.435	493
18.485	508
18.535	526
18.587	543
18.637	562
18.687	573
18.737	590
18.787	597
18.837	599
18.888	602
18.938	596
18.988	587
19.038	576
19.088	558
19.139	542
19.189	522
19.239	503
19.289	484
19.339	469
19.389	457
19.440	446
19.491	445
19.541	441
19.591	448
19.641	461
19.691	472
19.742	490
19.792	510
19.842	530
19.892	549
19.942	571
19.993	586
20.043	595
20.093	608
20.143	610
20.193	609
20.243	605
20.294	590
20.344	580
20.395	560
20.445	539
20.495	518
20.546	496
20.596	477
20.646	459
20.696	448
20.746	434
20.796	433
20.847	439
20.897	443
20.947	456
20.997	472
21.047	491
21.097	513
21.148	536
21.198	558
21.248	575
21.299	595
21.349	606
21.400	615
21.450	619
21.500	612
21.550	610
21.600	596
21.650	576
21.701	557
21.751	535
21.801	512
21.851	489
21.901	470
21.951	450
22.002	438
22.052	433
22.102	428
22.152	435
22.203	441
22.254	455
22.304	475
22.354	495
